IK14,Disease,y,mech_fitness,ot_genetic_association_max,ot_genetic_association_mean,ot_genetic_literature_max,ot_genetic_literature_mean,ot_animal_model_max,ot_animal_model_mean,ot_affected_pathway_max,ot_affected_pathway_mean,ot_rna_expression_max,ot_rna_expression_mean,ot_somatic_mutation_max,ot_somatic_mutation_mean,ot_clinical_max,ot_clinical_mean,ot_literature_max,ot_literature_mean,ot_best_overall,ot_n_targets_matched,has_ot,mech_resid,ot_resid
ZKIAIYBUSXZPLP,schizophrenia,0,70.0,0.6560907249300643,0.21869690831002142,0.0,0.0,0.6454494156558882,0.3005235535632214,0.0,0.0,0.0,0.0,0.0,0.0,0.9994097502793402,0.9981739213465834,0.9231710917698762,0.6219826717632376,0.9994097502793402,3,1,7.350000000000001,0.027785375343797547
ZKIAIYBUSXZPLP,Major Depressive Disorder,1,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,Major Depressive Disorder,0,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,Major Depressive Disorder,0,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,Major Depressive Disorder,0,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,Major Depressive Disorder,0,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,Major Depressive Disorder,0,38.0,0.8596325137173666,0.46892341052260855,0.0,0.0,0.8033968449665265,0.6873280514617485,0.0,0.0,0.0,0.0,0.0,0.0,0.9971757307208892,0.9950650062502904,0.5891329294934124,0.5160127198239426,0.9971757307208892,3,1,-10.139534883720927,0.0023478414080478904
ZKIAIYBUSXZPLP,schizophrenia,0,70.0,0.6560907249300643,0.21869690831002142,0.0,0.0,0.6454494156558882,0.3005235535632214,0.0,0.0,0.0,0.0,0.0,0.0,0.9994097502793402,0.9981739213465834,0.9231710917698762,0.6219826717632376,0.9994097502793402,3,1,7.350000000000001,0.027785375343797547
WXJFKKQWPMNTIM,cytomegalovirus infection,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.0,0.0
LEBVLXFERQHONN,Chronic pain,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6573039403127301,0.6573039403127301,0.0,0.0,0.6573039403127301,1,1,-7.666666666666664,-0.11310441883835953
LEBVLXFERQHONN,Chronic pain,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6573039403127301,0.6573039403127301,0.0,0.0,0.6573039403127301,1,1,-7.666666666666664,-0.11310441883835953
LEBVLXFERQHONN,Functional Endoscopic Sinus Surgery (FESS),0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-12.0,0.0
RMRJXGBAOAMLHD,opioid use disorder,0,82.0,0.8551488348715596,0.4275744174357798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681410729297477,0.6811818436844136,0.15252944740803548,0.13436868757896736,0.8551488348715596,2,1,0.0,0.0
RMRJXGBAOAMLHD,opioid dependence,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GMRQFYUYWCNGIN,facial angiofibroma,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GAGWJHPBXLXJQN,Gastric Cancer,0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8793337821767572,0.8793337821767572,0.6865366626902423,0.6865366626902423,0.8793337821767572,1,1,-4.0,-0.01559400876673489
GAGWJHPBXLXJQN,Colorectal Cancer; Metastases,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25229128100882275,0.25229128100882275,0.0,0.0,0.0,0.0,0.9841879182117216,0.9841879182117216,0.9020008314003113,0.9020008314003113,0.9841879182117216,1,1,0.0,0.0
GAGWJHPBXLXJQN,Colorectal Neoplasms; Neoplasm Metastasis; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasms,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25229128100882275,0.25229128100882275,0.0,0.0,0.0,0.0,0.9929143640788716,0.9929143640788716,0.9020123534439387,0.9020123534439387,0.9929143640788716,1,1,0.0,0.0
KPWSJANDNDDRMB,Major Depressive Disorder,0,38.0,0.8596325137173666,0.4298162568586833,0.0,0.0,0.6751831420974066,0.5945031261193743,0.0,0.0,0.0,0.0,0.0,0.0,0.9940285518421067,0.9853502868068297,0.508995189072585,0.4700723199354939,0.9940285518421067,2,1,-10.139534883720927,-0.0007993374707345735
OGHNVEJMJSYVRP,Breast Cancer; Heart Failure; Cardiotoxicity,0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RZEKVGVHFLEQIL,Osteoarthritis,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04398940613060317,0.04398940613060317,0.0,0.0,0.9992920723058388,0.9992920723058388,0.39550523801329834,0.39550523801329834,0.9992920723058388,1,1,5.307692307692307,0.15727765034502972
VERWOWGGCGHDQE,Lung Cancer,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979400228199195,0.32646674273306503,0.0,0.0,0.951883250002906,0.8399568594549133,0.9884617312605192,0.980142304871697,0.9977179089245308,0.9270803734462455,0.9977179089245308,3,1,10.548387096774192,0.05858331490354196
VERWOWGGCGHDQE,Non-Small Cell Lung Cancer,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.979400228199195,0.32646674273306503,0.0,0.0,0.951883250002906,0.8399568594549133,0.9884617312605192,0.980142304871697,0.9977179089245308,0.9270803734462455,0.9977179089245308,3,1,6.5,-0.0008566009830388577
JIVPVXMEBJLZRO,Hypertension; Kidney Transplantation,0,65.0,0.3099841877005166,0.3099841877005166,0.0,0.0,0.2520481086897781,0.2520481086897781,0.0,0.0,0.0,0.0,0.0,0.0,0.9987578896422389,0.9987578896422389,0.3725112433264773,0.3725112433264773,0.9987578896422389,1,1,0.0,0.0
QYSXJUFSXHHAJI,vitamin D deficiency,0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RRGUKTPIGVIEKM,vasospastic angina,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-11.0,0.0
RRGUKTPIGVIEKM,vasospastic angina,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-11.0,0.0
VDHAWDNDOKGFTD,Secondary Hyperparathyroidism; Chronic Kidney Disease,0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732027998911369,0.9732027998911369,0.18277285104955376,0.18277285104955376,0.9732027998911369,1,1,0.0,0.0
YXSLJKQTIDHPOT,fasciculation,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DGBIGWXXNGSACT,Status Epilepticus; Epilepsy,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936804859312309,0.936804859312309,0.06079307976116211,0.008390711529535395,0.936804859312309,16,1,-4.0,0.20209496636906377
GJSURZIOUXUGAL,Is an Only Child,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GJSURZIOUXUGAL,Negative Behaviour Change,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
GKTWGGQPFAXNFI,Carotid Artery Occlusion; Middle Cerebral Artery Occlusion; Stroke,0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
VNFPBHJOKIVQEB,otomycosis,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ITRJWOMZKQRYTA,ACE inhibitor-induced angioedema,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
FDKXTQMXEQVLRF,Metastatic Melanoma,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-37.5,-0.6741335304020969
FDKXTQMXEQVLRF,positive Melanoma,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-25.5,0.0
FKRSSPOQAMALKA,hepatitis C virus infection,0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.472972972972968,0.0
DOAKLVKFURWEDJ,Acute Hematogenous Osteomyelitis,1,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DYDCPNMLZGFQTM,Skin and Subcutaneous Tissue Bacterial Infections,0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JAUOIFJMECXRGI,urticaria,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
UREBDLICKHMUKA,Pelvic Organ Prolapse; PONV,1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42555155832813474,0.42555155832813474,0.0,0.0,0.42555155832813474,1,1,0.0,0.0
ZZVUWRFHKOJYTH,Acute Urticaria,0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZEUITGRIYCTCEM,Back Pain Lower Back Chronic,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZEUITGRIYCTCEM,Back Pain Lower Back Chronic,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
ZEUITGRIYCTCEM,Osteoarthritis,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6544906565781436,0.6363609445996468,0.012158615952232422,0.006079307976116211,0.6544906565781436,2,1,2.3076923076923066,-0.18752376538266546
SJVQHLPISAIATJ,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07278282604739131,0.07278282604739131,0.07278282604739131,2,1,-6.0,-0.2675739857821149
VLCYCQAOQCDTCN,Familial adenomatous polyposis,1,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5319394479101685,0.5319394479101685,0.15929296385459354,0.15929296385459354,0.5319394479101685,1,1,0.0,0.0
OBWASQILIWPZMG,Type 2 Diabetes Mellitus,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,2.7714285714285722,0.027735338757369
WXCXUHSOUPDCQV,Prostate Cancer,0,88.0,0.8728762805808241,0.8728762805808241,0.0,0.0,0.0,0.0,0.9285669064556789,0.9285669064556789,0.0,0.0,0.8304717518195258,0.8304717518195258,0.9918367794935794,0.9918367794935794,0.995170788956094,0.995170788956094,0.995170788956094,1,1,28.75,0.14262921877354562
UCTWMZQNUQWSLP,Uterine Myomas,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JUKPWJGBANNWMW,Phospholamban R14del Mutation-related Cardiomyopathy,1,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HLFSMUUOKPBTSM,complicated intra-abdominal infection,0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
MCIACXAZCBVDEE,Type 2 Diabetes Mellitus,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9974377552980216,0.9974377552980216,0.9481524627860095,0.9481524627860095,0.9974377552980216,1,1,-3.2285714285714278,0.027735338757369
WSEQXVZVJXJVFP,Dyspepsia; Anxiety; Depression,0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42707138532216377,0.42707138532216377,0.03343619386863916,0.03343619386863916,0.42707138532216377,1,1,0.0,0.0
SUBDBMMJDZJVOS,Bleeding; ERCP,1,58.0,0.0,0.0,0.0,0.0,0.255391728076642,0.127695864038321,0.0,0.0,0.0,0.0,0.0,0.0,0.8885271838590106,0.8885271838590106,0.17790381489609838,0.08895190744804919,0.8885271838590106,2,1,0.0,0.0
VOXZDWNPVJITMN,Menopause,0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9903904205462252,0.9903904205462252,0.04430802296592698,0.04430802296592698,0.9903904205462252,1,1,18.5,0.15677755909080437
OLNTVTPDXPETLC,Hyperlipidemia,0,76.0,0.7711237614866941,0.7711237614866941,0.0,0.0,0.46232246191858445,0.46232246191858445,0.0,0.0,0.0,0.0,0.0,0.0,0.980760716951711,0.980760716951711,0.17976663882879332,0.17976663882879332,0.980760716951711,1,1,-4.0,-0.005811749467150573
OLNTVTPDXPETLC,Hyperlipidemia,0,76.0,0.7711237614866941,0.7711237614866941,0.0,0.0,0.46232246191858445,0.46232246191858445,0.0,0.0,0.0,0.0,0.0,0.0,0.980760716951711,0.980760716951711,0.17976663882879332,0.17976663882879332,0.980760716951711,1,1,-4.0,-0.005811749467150573
OLNTVTPDXPETLC,Metabolic Syndrome X,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
PJMPHNIQZUBGLI,"Anesthetic, Sedative or Analgesic Complications in Labor or Delivery",0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RFHAOTPXVQNOHP,Fungal Infection; Hematopoietic and Lymphoid Cell Neoplasm,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RFHAOTPXVQNOHP,Vulvovaginal Candidiasis,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
RFHAOTPXVQNOHP,Human Immunodeficiency Virus,0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.25,-0.1329848619775421
RTHCYVBBDHJXIQ,Major Depressive Disorder,1,58.0,0.0,0.0,0.0,0.0,0.663267698464219,0.663267698464219,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9994065355213364,0.8034560660154578,0.8034560660154578,0.9994065355213364,1,1,9.860465116279073,0.00457864620849513
RTHCYVBBDHJXIQ,Major Depressive Disorder,0,58.0,0.0,0.0,0.0,0.0,0.663267698464219,0.663267698464219,0.0,0.0,0.0,0.0,0.0,0.0,0.9994065355213364,0.9994065355213364,0.8034560660154578,0.8034560660154578,0.9994065355213364,1,1,9.860465116279073,0.00457864620849513
WMWTYOKRWGGJOA,nasal polyps,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816342675403953,0.3816342675403953,0.3816342675403953,1,1,0.0,-5.551115123125783e-17
WMWTYOKRWGGJOA,chronic rhinosinusitis with nasal polyps,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816342675403953,0.3816342675403953,0.3816342675403953,1,1,-0.6666666666666714,-5.551115123125783e-17
WMWTYOKRWGGJOA,chronic rhinosinusitis with nasal polyps,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816342675403953,0.3816342675403953,0.3816342675403953,1,1,-0.6666666666666714,-5.551115123125783e-17
WMWTYOKRWGGJOA,nasal polyps,0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3816342675403953,0.3816342675403953,0.3816342675403953,1,1,0.0,-5.551115123125783e-17
OVBPIULPVIDEAO,contraception,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-44.0,-0.6287550124908419
XWLUWCNOOVRFPX,Status Epilepticus; Epilepsy,0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5326149265741813,0.5326149265741813,0.14269486777272772,0.14269486777272772,0.5326149265741813,1,1,4.0,-0.20209496636906388
VWUXBMIQPBEWFH,Metastatic Breast Cancer,0,82.0,0.7362363711407216,0.7362363711407216,0.0,0.0,0.2784930983858836,0.2784930983858836,0.8492097570461924,0.8492097570461924,0.0,0.0,0.8496114818642673,0.8496114818642673,0.9932371323482767,0.9932371323482767,0.9993172641092537,0.9993172641092537,0.9993172641092537,1,1,16.933333333333337,0.007156634919012306
UGJMXCAKCUNAIE,Healthy,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-26.25,0.0
XGALLCVXEZPNRQ,NSCLC,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15.25,0.0
SDUQYLNIPVEERB,Lung Cancer,1,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717616148121468,0.9717616148121468,0.9077359535432145,0.9077359535432145,0.9717616148121468,1,1,-2.451612903225808,0.03262702079115798
WIGIZIANZCJQQY,Type 2 Diabetes,0,48.0,0.9356596165007461,0.9349191954104858,0.9066612367713315,0.8860591375189377,0.6047921859992851,0.30239609299964254,0.0,0.0,0.0,0.0,0.7133145042531812,0.6661430003140467,0.9984995303029797,0.9984995303029797,0.921228327080409,0.8332079592228658,0.9984995303029797,2,1,-11.539473684210527,0.01835955481021867
QWEWGXUTRTXFRF,"Diabetes Mellitus, Type 2",0,58.0,0.0,0.0,0.0,0.0,0.5511044663048749,0.5511044663048749,0.0,0.0,0.0,0.0,0.0,0.0,0.9981950138708703,0.9981950138708703,0.954188839355206,0.954188839355206,0.9981950138708703,1,1,-3.2727272727272734,0.0008432251253699397
LNEPOXFFQSENCJ,Delirium,0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6717792403438764,0.6647258277650561,0.1281017045625051,0.08252041149474652,0.6717792403438764,4,1,-0.5,0.07261390132983336
LNEPOXFFQSENCJ,Postoperative Confusion,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
JYGXADMDTFJGBT,Oral SubMucous Fibrosis,0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4483489632385705,0.4483489632385705,0.0,0.0,0.4483489632385705,1,1,0.0,0.0
VSNHCAURESNICA,Polycythemia Vera,0,65.0,0.11959339005341404,0.03986446335113802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6371442159342652,0.6371442159342652,0.0,0.0,0.6371442159342652,3,1,-9.75,-0.22804509416142904
XYFPWWZEPKGCCK,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.607930797611621,0.17119162391077247,0.17119162391077247,0.0787776991905059,0.0787776991905059,0.607930797611621,1,1,6.0,0.2675739857821149
XYFPWWZEPKGCCK,Chronic Lymphocytic Leukemia,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.607930797611621,0.0,0.0,0.607930797611621,0.607930797611621,0.9866191875662546,0.9866191875662546,0.9290050201076685,0.9290050201076685,0.9866191875662546,1,1,3.0,0.038255701190744396
XYFPWWZEPKGCCK,Cell Lymphoma,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.607930797611621,0.0,0.0,0.4559480982087158,0.4559480982087158,0.9790244990922777,0.9790244990922777,0.7782577019255041,0.7782577019255041,0.9790244990922777,1,1,3.6666666666666714,0.3117857794954143
XYFPWWZEPKGCCK,Cell Lymphoma,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607930797611621,0.607930797611621,0.0,0.0,0.4559480982087158,0.4559480982087158,0.9790244990922777,0.9790244990922777,0.7782577019255041,0.7782577019255041,0.9790244990922777,1,1,3.6666666666666714,0.3117857794954143
XYFPWWZEPKGCCK,Refractory Chronic Leukemia,0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
HEFNNWSXXWATRW,Asthma; Wheezing,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0123820786496205,0.00619103932481025,0.0,0.0,0.5462410199239819,0.5398239726158591,0.360055453210791,0.3092089614470059,0.5462410199239819,2,1,-20.0,-0.1508629388370275
HEFNNWSXXWATRW,PDA,0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DOUYETYNHWVLEO,cervical intraepithelial neoplasia,0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
DOUYETYNHWVLEO,actinic keratosis,0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.3333333333333286,0.0
QZZUEBNBZAPZLX,COPD,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6.615384615384613,0.0
PIWKPBJCKXDKJR,Renal Function After Partial Nephrectomy,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0
QRXWMOHMRWLFEY,Human Immunodeficiency Virus,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-22.75,-0.1329848619775421
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
PURKAOJPTOLRMP,cystic fibrosis,0,85.0,0.9678729716442139,0.9678729716442139,0.8773170744461322,0.8773170744461322,0.43591187534835524,0.43591187534835524,0.9285669064556789,0.9285669064556789,0.0,0.0,0.0,0.0,0.9904941908672886,0.9904941908672886,0.9950080483633249,0.9950080483633249,0.9950080483633249,1,1,0.5,0.0
