aact_name,pref_name,ik14,standard_inchi_key
Chenodeoxycholic Acid,CHENODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-BSWAIDMHSA-N
milnacipran,"1R,2S-MILNACIPRAN",GJJFMKBJSRMPLA,GJJFMKBJSRMPLA-HIFRSBDPSA-N
Lucerastat,LUCERASTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-XFWSIPNHSA-N
Choline,CHOLINE C-11,SGMZJAMFUVOLNK,SGMZJAMFUVOLNK-ULWFUOSBSA-M
Esketamine 56 mg,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
SD-809,DEUTETRABENAZINE,MKJIEFSOBYUXJB,MKJIEFSOBYUXJB-LIJFRPJRSA-N
esketamine,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
ZX008 (Fenfluramine Hydrochloride),FENFLURAMINE,DBGIVFWFUFKIQN,DBGIVFWFUFKIQN-UHFFFAOYSA-N
Baclofen 10mg,BACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-UHFFFAOYSA-N
Dexamethasone Sodium Phosphate Injection,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Omeprazole 20 mg,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
ketamine hydrochloride,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
F-18 16 Alpha-Fluoroestradiol,FLUOROESTRADIOL F-18,KDLLNMRYZGUVMA,KDLLNMRYZGUVMA-ZYMZXAKXSA-N
Caldolor,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Eslicarbazepine acetate (BIA 2-093),ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Prevacid,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Amlodipine 5 mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Intravenous Ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
emtricitabine,EMTRICITABINE,XQSPYNMVSIKCOC,XQSPYNMVSIKCOC-NTSWFWBYSA-N
VX-561,DEUTIVACAFTOR,PURKAOJPTOLRMP,PURKAOJPTOLRMP-ASMGOKTBSA-N
Arformoterol tartrate inhalation solution,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Sorafenib (Nexavar),SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
Ruxolitinib Oral Tablet,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Escitalopram 20 mg,ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
DEXAMETHASONE,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
miglustat,MIGLUSTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-UTINFBMNSA-N
IV Ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Methylphenidate hydrochloride,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Eszopiclone 3 mg,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
Epirubicin Hydrochloride,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
Intravenous ketamine,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Omeprazole 40 mg,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Dexamethasone IV,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
atropine,ATROPINE,RKUNBYITZUJHSG,RKUNBYITZUJHSG-SPUOUPEWSA-N
Myocet,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Intravenous Ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Lansoprazole 15 mg,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Escitalopram (Lexapro),ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Ketamine hydrochloride,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Calcium Folinate,LEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-ZEDZUCNESA-L
Dexycu,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Doxorubicin hydrochloride (liposomal),DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
dexlansoprazole,DEXLANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-RUZDIDTESA-N
INC424,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
flurbiprofen,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
Oral ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
IV Ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Dexpramipexole Dihydrochloride,DEXPRAMIPEXOLE DIHYDROCHLORIDE,APVQOOKHDZVJEX,APVQOOKHDZVJEX-LSBIWMFESA-N
Sodium fluoride,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
ALGRX 4975,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
S-Ketamine,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
HC-1119,DEUTENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-HPRDVNIFSA-N
CTP-692,DEUTARSERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-LIIDHCAMSA-N
Ketamine (0.5 mg/kg),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ManNAc,N-ACETYLMANNOSAMINE,OVRNDRQMDRJTHS,OVRNDRQMDRJTHS-UOLFYFMNSA-N
Dexamethasone 8 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
L-thyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
All-Trans Retinoic Acid (ATRA),TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
Esketamine 28 mg,ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Levoketoconazole,LEVOKETOCONAZOLE,XMAYWYJOQHXEEK,XMAYWYJOQHXEEK-ZEQKJWHPSA-N
levocetirizine,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
Salbutamol (Ventolin®),ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
Intravenous Ephedrine,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
Ruxolitinib (JAKAVI®),RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Ketalar,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Elvucitabine,ELVUCITABINE,HSBKFSPNDWWPSL,HSBKFSPNDWWPSL-VDTYLAMSSA-N
Lansoprazole 30mg,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
reboxetine,REBOXETINE,CBQGYUDMJHNJBX,CBQGYUDMJHNJBX-UHFFFAOYSA-N
Celestone,BETAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-DVTGEIKXSA-N
Albuterol sulfate,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
NYX-2925,NYX-2925,NFXPEHLDVKVVKA,NFXPEHLDVKVVKA-ISTVAULSSA-N
Fluorothymidine F-18,ALOVUDINE F-18,UXCAQJAQSWSNPQ,UXCAQJAQSWSNPQ-ZIVQXEJRSA-N
xenon,XENON XE 127,FHNFHKCVQCLJFQ,FHNFHKCVQCLJFQ-AHCXROLUSA-N
Ventolin,ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
QUTENZA,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Dexamethasone (IV),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
FLT,ALOVUDINE F-18,UXCAQJAQSWSNPQ,UXCAQJAQSWSNPQ-ZIVQXEJRSA-N
Dexibuprofen,DEXIBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-JTQLQIEISA-N
Levomilnacipran,LEVOMILNACIPRAN,GJJFMKBJSRMPLA,GJJFMKBJSRMPLA-DZGCQCFKSA-N
D5W,DEXTROSE,WQZGKKKJIJFFOK,WQZGKKKJIJFFOK-GASJEMHNSA-N
Prevacid®,LANSOPRAZOLE,MJIHNNLFOKEZEW,MJIHNNLFOKEZEW-UHFFFAOYSA-N
Dexamethasone Oral Tablet,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
intravenous dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ibuprofen 200 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
oral ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Ketamine hydrochloride injection,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
thyroxine,LEVOTHYROXINE,XUIIKFGFIJCVMT,XUIIKFGFIJCVMT-LBPRGKRZSA-N
Dexamethasone (or equivalent),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
ELND005,SCYLLITOL,CDAISMWEOUEBRE,CDAISMWEOUEBRE-CDRYSYESSA-N
Losec,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
CNTX-4975,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Methylphenidate HCl,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
migalastat HCl 150 mg,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
chenodeoxycholic acid,CHENODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-BSWAIDMHSA-N
Caelyx,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
Amlodipine 10 mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
adriamycin,DOXORUBICIN HYDROCHLORIDE,MWWSFMDVAYGXBV,MWWSFMDVAYGXBV-RUELKSSGSA-N
praziquantel,PRAZIQUANTEL,FSVJFNAIGNNGKK,FSVJFNAIGNNGKK-UHFFFAOYSA-N
levalbuterol,LEVOSALBUTAMOL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-LBPRGKRZSA-N
Modafinil 200mg,MODAFINIL,YFGHCGITMMYXAQ,YFGHCGITMMYXAQ-UHFFFAOYSA-N
methylphenidate HCl (Concerta),METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Triiodothyronine,LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
Oral dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
arformoterol,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Levofloxacin 500Mg Oral Tablet,LEVOFLOXACIN ANHYDROUS,GSDSWSVVBLHKDQ,GSDSWSVVBLHKDQ-JTQLQIEISA-N
Omeprazole 20mg Capsule,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Retinol,RETINOL,FPIPGXGPPPQFEQ,FPIPGXGPPPQFEQ-OVSJKPMPSA-N
Levocetirizine dihydrochloride,LEVOCETIRIZINE DIHYDROCHLORIDE,PGLIUCLTXOYQMV,PGLIUCLTXOYQMV-GHVWMZMZSA-N
CTP-499,PCS-499,NSMXQKNUPPXBRG,NSMXQKNUPPXBRG-WHPHVCHMSA-N
Pramipexole Extended Release,PRAMIPEXOLE,FASDKYOPVNHBLU,FASDKYOPVNHBLU-ZETCQYMHSA-N
Ursodeoxycholic Acid (URSO),URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
INCB018424,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Prilosec,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
Pirfenidone Tablets,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Oral Dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Retinoic Acid,TRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-YCNIQYBTSA-N
ephedrine,RACEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-UHFFFAOYSA-N
OZURDEX,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
liothyronine sodium,LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
triiodothyronine,LIOTHYRONINE,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-LBPRGKRZSA-N
capsaicin,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Oral isotretinoin,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
formoterol fumarate,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
CLR 131,IOPOFOSINE I 131,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-YRKXUXMHSA-N
Omeprazole 20 MG Oral Tablet,OMEPRAZOLE,SUBDBMMJDZJVOS,SUBDBMMJDZJVOS-UHFFFAOYSA-N
PRC-063 70 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
PRC-063 45 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
PRC-063 25 mg,METHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-UHFFFAOYSA-N
Dexketoprofen (KETAVEL 50 mg/2 ml),DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
marcaine,BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
Dexamethasone Injection,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
FDY-5301,SODIUM IODIDE,FVAUCKIRQBBSSJ,FVAUCKIRQBBSSJ-UHFFFAOYSA-M
Ibuprofen Sodium,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
S-amlodipine 5mg,LEVAMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-KRWDZBQOSA-N
Dexamethasone Phosphate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ursodiol 500 MG,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Xtandi,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
quinine,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Eslicarbazepine Acetate,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Rubidium-82,RUBIDIUM RB-82,IGLNJRXAVVLDKE,IGLNJRXAVVLDKE-OIOBTWANSA-N
Clomifene Citrate,CLOMIPHENE,GKIRPKYJQBWNGO,GKIRPKYJQBWNGO-UHFFFAOYSA-N
Lisofylline,LISOFYLLINE,NSMXQKNUPPXBRG,NSMXQKNUPPXBRG-SECBINFHSA-N
Alovudine,ALOVUDINE,UXCAQJAQSWSNPQ,UXCAQJAQSWSNPQ-XLPZGREQSA-N
Isovorin,LEVOLEUCOVORIN CALCIUM,KVUAALJSMIVURS,KVUAALJSMIVURS-QNTKWALQSA-L
eslicarbazepine acetate,ESLICARBAZEPINE,BMPDWHIDQYTSHX,BMPDWHIDQYTSHX-AWEZNQCLSA-N
Epirubicin (E),EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
I-131-CLR1404,IOPOFOSINE I 131,ZOAIEFWMQLYMTF,ZOAIEFWMQLYMTF-YRKXUXMHSA-N
migalastat hydrochloride,MIGALASTAT,LXBIFEVIBLOUGU,LXBIFEVIBLOUGU-DPYQTVNSSA-N
Beraprost Sodium Modified Release,BERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-VJRSQJMHSA-M
Sorafenib 200mg,SORAFENIB,MLDQJTXFUGDVEO,MLDQJTXFUGDVEO-UHFFFAOYSA-N
zopiclone,ZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-UHFFFAOYSA-N
Epirubicine,EPIRUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-VTZDEGQISA-N
Eszopiclone 1 mg,ESZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-INIZCTEOSA-N
STX209,ARBACLOFEN,KPYSYYIEGFHWSV,KPYSYYIEGFHWSV-QMMMGPOBSA-N
Norvasc®,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Fenfluramine Hydrochloride,FENFLURAMINE,DBGIVFWFUFKIQN,DBGIVFWFUFKIQN-UHFFFAOYSA-N
Quinine Sulfate Capsules 324 mg,QUININE,LOUPRKONTZGTKE,LOUPRKONTZGTKE-WZBLMQSHSA-N
Civamide (Zucapsaicin),ZUCAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-VURMDHGXSA-N
Escitalopram (Oral Antidepressant),ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Escitalopram (Oral antidepressant),ESCITALOPRAM,WSEQXVZVJXJVFP,WSEQXVZVJXJVFP-FQEVSTJZSA-N
Dextenza,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexchlorpheniramine,DEXCHLORPHENIRAMINE MALEATE,DBAKFASWICGISY,DBAKFASWICGISY-DASCVMRKSA-N
Doxorubicine,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
IV dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
13-cis-retinoic acid,ISOTRETINOIN,SHGAZHPCJJPHSC,SHGAZHPCJJPHSC-XFYACQKRSA-N
Pirfenidone Modified-Release Tablets,PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
DaTscan,IOFLUPANE I 123,HXWLAJVUJSVENX,HXWLAJVUJSVENX-HFIFKADTSA-N
clomiphene,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Dexamethasone oral,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
ibuprofen 400 mg,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Esketamine (Intranasal Spray),ESKETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-ZDUSSCGKSA-N
Intravenous dexamethasone,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
PCS499,PCS-499,NSMXQKNUPPXBRG,NSMXQKNUPPXBRG-WHPHVCHMSA-N
NYX-783,RISEVISTINEL,NFXPEHLDVKVVKA,NFXPEHLDVKVVKA-BFVZDQMLSA-N
Maxidex,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ibuprofen 400 mg (if necessary),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Dexamethasone Palmitate,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Sulpiride,SULPIRIDE,BGRJTUBHPOOWDU,BGRJTUBHPOOWDU-UHFFFAOYSA-N
dexketoprofen,DEXKETOPROFEN,DKYWVDODHFEZIM,DKYWVDODHFEZIM-NSHDSACASA-N
NGX-4010,CAPSAICIN,YKPUWZUDDOIDPM,YKPUWZUDDOIDPM-SOFGYWHQSA-N
Ursodeoxycholic acid (UDCA) 500 mg,URSODIOL,RUDATBOHQWOJDD,RUDATBOHQWOJDD-UZVSRGJWSA-N
Enzalutamide capsule,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
Dexmethylphenidate,DEXMETHYLPHENIDATE,DUGOZIWVEXMGBE,DUGOZIWVEXMGBE-CHWSQXEVSA-N
Levocarnitine Injection,LEVOCARNITINE,PHIQHXFUZVPYII,PHIQHXFUZVPYII-ZCFIWIBFSA-N
Ibuprofen (Brufen®),IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
ruxolitinib cream,RUXOLITINIB,HFNKQEVNSGCOJV,HFNKQEVNSGCOJV-OAHLLOKOSA-N
Telbivudine (LdT),TELBIVUDINE,IQFYYKKMVGJFEH,IQFYYKKMVGJFEH-CSMHCCOUSA-N
pseudoephedrine,PSEUDOEPHEDRINE,KWGRBVOPPLSCSI,KWGRBVOPPLSCSI-WCBMZHEXSA-N
water,WATER,XLYOFNOQVPJJNP,XLYOFNOQVPJJNP-UHFFFAOYSA-N
Levobupivacaine Hydrochloride,LEVOBUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-NTISSMGPSA-N
fenfluramine,FENFLURAMINE,DBGIVFWFUFKIQN,DBGIVFWFUFKIQN-UHFFFAOYSA-N
mecamylamine,MECAMYLAMINE,IMYZQPCYWPFTAG,IMYZQPCYWPFTAG-UHFFFAOYSA-N
Dexamethasone 20mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Ketamine (Ketalar),KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
Pirfenidone (PFD),PIRFENIDONE,ISWRGOKTTBVCFA,ISWRGOKTTBVCFA-UHFFFAOYSA-N
Zopiclone 7.5 mg,ZOPICLONE,GBBSUAFBMRNDJC,GBBSUAFBMRNDJC-UHFFFAOYSA-N
S-amlodipine 2.5mg,LEVAMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-KRWDZBQOSA-N
Butyldeoxynojirimycin,MIGLUSTAT,UQRORFVVSGFNRO,UQRORFVVSGFNRO-UTINFBMNSA-N
MPC-7869,TARENFLURBIL,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-SNVBAGLBSA-N
L-serine,SERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-REOHCLBHSA-N
Androxal 25 mg,ENCLOMIPHENE CITRATE,PYTMYKVIJXPNBD,PYTMYKVIJXPNBD-BTKVJIOYSA-N
Tetrabenazine,TETRABENAZINE,MKJIEFSOBYUXJB,MKJIEFSOBYUXJB-UHFFFAOYSA-N
IV ibuprofen,IBUPROFEN,HEFNNWSXXWATRW,HEFNNWSXXWATRW-UHFFFAOYSA-N
Dexamethasone 12 mg,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Amlodipine 2.5 mg,AMLODIPINE,HTIQEAQVCYTUBX,HTIQEAQVCYTUBX-UHFFFAOYSA-N
Enzalutamide 40 MG,ENZALUTAMIDE,WXCXUHSOUPDCQV,WXCXUHSOUPDCQV-UHFFFAOYSA-N
L-Serine,SERINE,MTCFGRXMJLQNBG,MTCFGRXMJLQNBG-REOHCLBHSA-N
Ketamine Infusion,KETAMINE,YQEZLKZALYSWHR,YQEZLKZALYSWHR-UHFFFAOYSA-N
ISV-305,DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Flurbiprofen 8.75 MG,FLURBIPROFEN,SYTBZMRGLBWNTM,SYTBZMRGLBWNTM-UHFFFAOYSA-N
Dexamethasone (0.1 mg/kg),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Dexamethasone (0.2 mg/kg),DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
Levosulpiride,LEVOSULPIRIDE,BGRJTUBHPOOWDU,BGRJTUBHPOOWDU-NSHDSACASA-N
Beraprost,BERAPROST SODIUM,YTCZZXIRLARSET,YTCZZXIRLARSET-VJRSQJMHSA-M
Formoterol 12 mcg,ARFORMOTEROL,BPZSYCZIITTYBL,BPZSYCZIITTYBL-YJYMSZOUSA-N
Fluoride gel,SODIUM FLUORIDE,PUZPDOWCWNUUKD,PUZPDOWCWNUUKD-UHFFFAOYSA-M
Hydroxydaunorubicin,DOXORUBICIN,AOJJSUZBOXZQNB,AOJJSUZBOXZQNB-TZSSRYMLSA-N
"Dexamethasone, 0.4mg",DEXAMETHASONE,UREBDLICKHMUKA,UREBDLICKHMUKA-CXSFZGCWSA-N
"Albuterol Sulfate, 2.5 Mg/3 mL (0.083%) Inhalation Solution",ALBUTEROL,NDAUXUAQIAJITI,NDAUXUAQIAJITI-UHFFFAOYSA-N
XaraColl,BUPIVACAINE HYDROCHLORIDE,SIEYLFHKZGLBNX,SIEYLFHKZGLBNX-UHFFFAOYSA-N
