row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,risk_tolerance,confidence_tier,tier_threshold,safety_cytotoxic_cap,cap_reason,p_adj,cap_applied
1732,0,0.00010242398205606332,NCT02675205,Cerebral Aneurysm,ticagrelor,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.00010242398205606332,0
1733,0,7.357501559018137e-05,NCT02518139,Chronic Obstructive Pulmonary Disease,tiotropium,Phase 3,60.0,B_serious_chronic,0.6,0,,7.357501559018137e-05,0
1734,0,0.0035870185773488007,NCT03803124,"Polycystic Kidney, Autosomal Dominant",tolvaptan,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0035870185773488007,0
1735,0,0.043015297011087944,NCT02421588,Ovarian Cancer,topotecan,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.043015297011087944,1
1736,0,0.005231932287713114,NCT02481830,Lung Cancer,topotecan,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.005231932287713114,1
1737,0,0.011923710627673455,NCT02672527,With Sarcoma,trabectedin,Phase 3,82.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.011923710627673455,1
1738,0,0.0007677596296945604,NCT02086500,Traumatic Hemorrhage,tranexamic acid,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.0007677596296945604,0
1740,0,0.0007855111441127412,NCT02546648,Atherosclerotic Disease; Perioperative Bleeding,tranexamic acid,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0007855111441127412,0
1741,0,0.004136670946860739,NCT03469947,Hemorrhagic Shock; Trauma Injury,tranexamic acid,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.004136670946860739,0
1742,0,5.5813823613774806e-05,NCT02675426,Rheumatoid Arthritis,upadacitinib,Phase 3,58.0,B_serious_chronic,0.6,0,,5.5813823613774806e-05,0
1743,0,6.0974234309880515e-05,NCT02648347,anemia,vadadustat,Phase 3,40.0,B_serious_chronic,0.6,0,,6.0974234309880515e-05,0
1744,0,0.00018444467551811407,NCT01960075,Benzodiazepine Refractory Status Epilepticus,valproic acid,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.00018444467551811407,0
1745,0,0.0017692563733696979,NCT02607618,Skin Structures and Soft Tissue Infections,vancomycin,Phase 3,42.0,B_serious_chronic,0.6,0,,0.0017692563733696979,0
1746,0,0.0001495502651577512,NCT02446418,Asthma,vilanterol,Phase 3,40.0,B_serious_chronic,0.6,0,,0.0001495502651577512,0
1748,0,0.0005811259352561226,NCT02436239,Major Depressive Disorder,vilazodone,Phase 3,42.0,B_serious_chronic,0.6,0,,0.0005811259352561226,0
1749,0,0.00011990102360375323,NCT02389816,Major Depressive Disorder,vortioxetine,Phase 3,42.0,B_serious_chronic,0.6,0,,0.00011990102360375323,0
1750,0,0.0006721384080179241,NCT02920905,postoperative pain,atracurium,Phase 3,8.0,C_benign,0.5,0,,0.0006721384080179241,0
1751,0,0.0008462962733737618,NCT03687515,Chronic Rhinosinusitis With Polyposis,budesonide,Phase 3,15.0,C_benign,0.5,0,,0.0008462962733737618,0
1752,0,0.01849517133141711,NCT02460419,Metastatic Nasopharyngeal Carcinoma,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.01849517133141711,1
1753,0,3.8586748895677364e-05,NCT02551094,coronary artery disease,colchicine,Phase 3,68.0,B_serious_chronic,0.6,0,,3.8586748895677364e-05,0
1754,0,0.015340001365063222,NCT02476617,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.015340001365063222,0
1755,0,0.015328352150674473,NCT02582632,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.015328352150674473,0
1756,0,0.0005850136519013821,NCT02989519,preterm labor and delivery,dydrogesterone,Phase 3,65.0,B_serious_chronic,0.6,0,,0.0005850136519013821,0
1757,0,0.0036548095308189797,NCT02395653,Acute Post-op Pain,fentanyl,Phase 3,8.0,C_benign,0.5,0,,0.0036548095308189797,0
1758,0,0.0017456153192990493,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,fluorouracil,Phase 3,60.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.0017456153192990493,1
1760,0,0.027735218919614568,NCT02421939,Acute Myeloid Leukemia,gilteritinib,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.027735218919614568,0
1761,0,0.0016501528273721662,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,imiquimod,Phase 3,60.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.0016501528273721662,1
1763,0,4.3085178520217264e-05,NCT02570490,skin and soft tissue bacterial infection,linezolid,Phase 3,45.0,B_serious_chronic,0.6,0,,4.3085178520217264e-05,0
1764,0,0.0010639233354215118,NCT02491333,Polycystic Ovary Syndrome; Insulin Resistance,metformin,Phase 3,25.0,C_benign,0.5,0,,0.0010639233354215118,0
1765,0,0.001439711292449025,NCT02297945,Cushing syndrome,metyrapone,Phase 3,55.0,B_serious_chronic,0.6,0,,0.001439711292449025,0
1767,0,0.0018012176050586602,NCT02370498,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,paclitaxel,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0018012176050586602,1
1768,0,0.006725747187047697,NCT02425644,MUltiple Sclerosis,ponesimod,Phase 3,60.0,B_serious_chronic,0.6,0,,0.006725747187047697,0
1769,0,0.005274839507981702,NCT03349333,unspecified peripheral T-cell lymphoma,pralatrexate,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.005274839507981702,1
1770,0,0.003094960178171214,NCT02492282,"Anesthesia, General; Anesthesia, Intravenous",propofol,Phase 3,15.0,C_benign,0.5,0,,0.003094960178171214,0
1771,0,6.499372362428139e-05,NCT02442271,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0,,6.499372362428139e-05,0
1772,0,6.56488183708629e-05,NCT02517528,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0,,6.56488183708629e-05,0
1773,0,6.56488183708629e-05,NCT02609659,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0,,6.56488183708629e-05,0
1775,0,7.448289616335396e-05,NCT02296138,Chronic Obstructive Pulmonary Disease,tiotropium,Phase 3,60.0,B_serious_chronic,0.6,0,,7.448289616335396e-05,0
1776,0,6.446336894388248e-05,NCT02566967,Rheumatoid Arthritis,tofacitinib,Phase 3,58.0,B_serious_chronic,0.6,0,,6.446336894388248e-05,0
1777,0,0.0017692563733696979,NCT02600611,Skin Structures and Soft Tissue Infections,vancomycin,Phase 3,42.0,B_serious_chronic,0.6,0,,0.0017692563733696979,0
1778,0,0.809563460650296,NCT04056754,Prostate Cancer,abiraterone acetate,Phase 3,72.0,A_tox_tolerated,0.65,0,,0.809563460650296,0
1779,0,0.43741619556068584,NCT02044380,Lung Cancer,afatinib,Phase 3,90.0,A_tox_tolerated,0.65,0,,0.43741619556068584,0
1780,0,0.0005146448211052012,NCT02075840,Anaplastic Lymphoma,alectinib,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.0005146448211052012,0
1783,0,0.00016316251979527928,NCT02896621,Hypertension; Sleep Apnea,amlodipine,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00016316251979527928,0
1784,0,0.0016563071475258779,NCT02066454,Myeloma; Venous Thromboembolism,apixaban,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.0016563071475258779,0
1785,0,0.0016040244408966945,NCT02307513,Behcet syndrome,apremilast,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0016040244408966945,0
1786,0,0.0007889907835973627,NCT01995266,hepatitis C virus infection,asunaprevir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.0007889907835973627,0
1787,0,0.013080273593699412,NCT02135029,Hyperlipidemia,atorvastatin,Phase 3,38.0,C_benign,0.5,0,,0.013080273593699412,0
1788,0,0.19657527897084395,NCT02189837,Primary Hyperlipidemia and Mixed Dyslipidemia,atorvastatin,Phase 3,38.0,C_benign,0.5,0,,0.19657527897084395,0
1789,0,0.00040583175457332683,NCT02203916,essential hypertension,azilsartan medoxomil,Phase 3,42.0,B_serious_chronic,0.6,0,,0.00040583175457332683,0
1790,0,0.0001943092805000984,NCT02265705,Rheumatoid Arthritis,baricitinib,Phase 3,58.0,B_serious_chronic,0.6,0,,0.0001943092805000984,0
1791,0,0.00012304334405561734,NCT02139644,asthma,beclomethasone dipropionate,Phase 3,42.0,B_serious_chronic,0.6,0,,0.00012304334405561734,0
1792,0,0.0005890398903857574,NCT02130557,Chronic Myelogenous Leukemia,bosutinib,Phase 3,70.0,A_tox_tolerated,0.65,0,,0.0005890398903857574,0
1793,0,5.7155126697824586e-05,NCT02054702,schizophrenia,brexpiprazole,Phase 3,55.0,B_serious_chronic,0.6,0,,5.7155126697824586e-05,0
1794,0,0.0010454907792163395,NCT02289352,rosacea,brimonidine,Phase 3,5.0,C_benign,0.5,0,,0.0010454907792163395,0
1795,0,0.10867975147031958,NCT02087306,adenovirus infection,brincidofovir,Phase 3,30.0,C_benign,0.5,0,,0.10867975147031958,0
1797,0,0.0008538475804010422,NCT02114359,Advanced Gastric Cancer,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0008538475804010422,1
1798,0,0.38492399978420777,NCT02253459,Metastatic Breast Cancer,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.15,1
1799,0,0.001955801415895314,NCT02108366,"Influenza, Human",celecoxib,Phase 3,40.0,B_serious_chronic,0.6,0,,0.001955801415895314,0
1800,0,0.01490076939330338,NCT02001012,Uncomplicated Knowlesi Malaria,chloroquine,Phase 3,62.0,B_serious_chronic,0.6,0,,0.01490076939330338,0
1802,0,5.667304303452128e-05,NCT02068846,HIV; Salivary Gland Disease; Benign Lymphoepithelial Lesion,ciprofloxacin,Phase 3,62.0,B_serious_chronic,0.6,0,,5.667304303452128e-05,0
1804,0,0.005637201761644733,NCT02625753,PRK Post-operative Pain,codeine,Phase 3,8.0,C_benign,0.5,0,,0.005637201761644733,0
1805,0,5.919985926723975e-05,NCT02282098,atrial fibrillation,colchicine,Phase 3,55.0,B_serious_chronic,0.6,0,,5.919985926723975e-05,0
1806,0,0.0005568487519485984,NCT02319135,Acute Myeloid Leukemia,cytarabine,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.0005568487519485984,1
1807,0,0.002234192637144598,NCT01974752,Metastatic Uveal Melanoma,dacarbazine,Phase 3,92.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.002234192637144598,1
1808,0,0.00028287665988922214,NCT01995266,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.00028287665988922214,0
1809,0,0.0003344617876437246,NCT02032875,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.0003344617876437246,0
1810,0,0.00014778725775327762,NCT02032888,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.00014778725775327762,0
1811,0,0.0003328745204514308,NCT02032901,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.0003328745204514308,0
1812,0,0.00028287665988922214,NCT02282709,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.00028287665988922214,0
1813,0,0.05491440143667392,NCT02127970,Cellulitis,dalbavancin,Phase 3,35.0,C_benign,0.5,0,,0.05491440143667392,0
1814,0,2.9989516837246202e-05,NCT02096705,Diabetes,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,2.9989516837246202e-05,0
1815,0,2.133034672621303e-05,NCT02229396,Diabetes Mellitus,dapagliflozin,Phase 3,42.0,B_serious_chronic,0.6,0,,2.133034672621303e-05,0
1816,0,2.977553423587384e-05,NCT02268214,Type 1 Diabetes,dapagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0,,2.977553423587384e-05,0
1817,0,3.762674841589599e-05,NCT02284893,Type 2 Diabetes,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,3.762674841589599e-05,0
1818,0,3.339117663949562e-05,NCT02383238,Diabetes Mellitus Type 2,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,3.339117663949562e-05,0
1819,0,0.014507721921458216,NCT02142075,Renal Failure; Critical Care; Gram Positive Bacteria,daptomycin,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.014507721921458216,0
1820,0,1.65978835770419e-05,NCT02143570,overactive bladder,darifenacin,Phase 3,15.0,C_benign,0.5,0,,1.65978835770419e-05,0
1821,0,0.015086866896585362,NCT02216422,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.015086866896585362,0
1822,0,0.01514267328151946,NCT02219503,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0,,0.01514267328151946,0
1824,0,0.000146476387896945,NCT01825512,microcytic anemia with liver iron overload,deferiprone,Phase 3,50.0,B_serious_chronic,0.6,0,,0.000146476387896945,0
1825,0,0.0418277913479828,NCT02035267,submental fat,deoxycholic acid,Phase 3,3.0,C_benign,0.5,0,,0.0418277913479828,0
1826,0,3.0275694021158052e-05,NCT01971645,Knee Injury,dexamethasone,Phase 3,15.0,C_benign,0.5,0,,3.0275694021158052e-05,0
1827,0,2.8055619608068447e-05,NCT02034019,Treatment of Ocular Inflammation and Pain,dexamethasone,Phase 3,18.0,C_benign,0.5,0,,2.8055619608068447e-05,0
1828,0,7.579435114274593e-05,NCT02089113,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,dexamethasone,Phase 3,10.0,C_benign,0.5,0,,7.579435114274593e-05,0
1829,0,1.0783938623401295e-05,NCT02136134,Multiple Myeloma,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0,,1.0783938623401295e-05,0
1830,0,2.3057369876864447e-05,NCT02215980,MULTIPLE MYELOMA,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0,,2.3057369876864447e-05,0
1831,0,0.005930617358021291,NCT02133105,cardiorenal syndrome,dobutamine,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.005930617358021291,0
1833,0,0.00418295500156464,NCT02248480,Osteoarthritis,duloxetine,Phase 3,25.0,C_benign,0.5,0,,0.00418295500156464,0
1834,0,0.01993203146856034,NCT02014584,alopecia,dutasteride,Phase 3,6.0,C_benign,0.5,0,,0.01993203146856034,0
1835,0,0.24794732284691684,NCT02072434,Atrial Fibrillation,edoxaban,Phase 3,45.0,B_serious_chronic,0.6,0,,0.24794732284691684,0
1836,0,0.00020324520140222488,NCT02471963,Diabetes Mellitus Type 2,empagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00020324520140222488,0
1837,0,0.33129405648676136,NCT02288247,Prostate Cancer,enzalutamide,Phase 3,72.0,A_tox_tolerated,0.65,0,,0.33129405648676136,0
1838,0,0.0005294214555408986,NCT02294461,Metastatic Prostate Cancer,enzalutamide,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.0005294214555408986,0
1839,0,0.001744254108675804,NCT02807298,Irreversible Pulpitis,epinephrine,Phase 3,8.0,C_benign,0.5,0,,0.001744254108675804,0
1840,0,4.010691582116536e-05,NCT01978938,complicated urinary tract infection,eravacycline,Phase 3,52.0,B_serious_chronic,0.6,0,,4.010691582116536e-05,0
1841,0,0.0006452123040324192,NCT02226003,Type 2 Diabetes Mellitus,ertugliflozin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.0006452123040324192,0
1842,0,0.00017947718753549494,NCT02157376,Stress Ulcer Prophylaxis,esomeprazole,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00017947718753549494,0
1843,0,0.006338045681040154,NCT02253173,Vulvovaginal Atrophy; Menopause; Dyspareunia; Painful Intercourse,estradiol,Phase 3,10.0,C_benign,0.5,0,,0.006338045681040154,0
1844,0,0.0002311821623266621,NCT02750917,pain,etoricoxib,Phase 3,20.0,C_benign,0.5,0,,0.0002311821623266621,0
1845,0,1.5241400367335403e-05,NCT03288038,Hypercholesterolemia,ezetimibe,Phase 3,38.0,C_benign,0.5,0,,1.5241400367335403e-05,0
1846,0,0.00021840775323020835,NCT02262143,mixed dyslipidemia,fenofibrate,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00021840775323020835,0
1847,0,4.064986371245495e-05,NCT02145975,Postoperative Pain,fentanyl,Phase 3,8.0,C_benign,0.5,0,,4.064986371245495e-05,0
1848,0,0.000583952424469055,NCT02327936,Overactive Bladder Syndrome,fesoterodine,Phase 3,18.0,C_benign,0.5,0,,0.000583952424469055,0
1850,0,2.394744649427793e-05,NCT04332978,perennial allergic rhinitis,fluticasone propionate,Phase 3,8.0,C_benign,0.5,0,,2.394744649427793e-05,0
1851,0,0.0003694128789541319,NCT02077192,immune thrombocytopenia,fostamatinib,Phase 3,50.0,B_serious_chronic,0.6,0,,0.0003694128789541319,0
1852,0,0.000187626822637431,NCT02076399,immune thrombocytopenia,fostamatinib,Phase 3,50.0,B_serious_chronic,0.6,0,,0.000187626822637431,0
1853,0,0.000971940102134845,NCT01964430,Patients With Resected Pancreatic Cancer,gemcitabine,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.000971940102134845,1
1854,0,0.054325731988328706,NCT02043288,Pancreatic Cancer,gemcitabine,Phase 3,95.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.054325731988328706,1
1855,0,0.053740300223082384,NCT03766295,Pancreatic Cancer,gemcitabine,Phase 3,95.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,0.053740300223082384,1
1856,0,0.0061173493546709656,NCT01954056,"Infant, Newborn, Diseases; Cardiovascular Insufficiency",hydrocortisone,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.0061173493546709656,0
1857,0,0.0005046775578446965,NCT02095990,melasma,hydroquinone,Phase 3,5.0,C_benign,0.5,0,,0.0005046775578446965,0
1858,0,0.004229329877472571,NCT01976416,Sickle Cell Anemia; Sickle Cell Disease; Malaria,hydroxyurea,Phase 3,68.0,B_serious_chronic,0.6,0,,0.004229329877472571,0
1859,0,0.38623650649603236,NCT02165397,Waldenström's Macroglobulinemia,ibrutinib,Phase 3,72.0,A_tox_tolerated,0.65,0,,0.38623650649603236,0
1860,0,0.010552795906822093,NCT02264574,Chronic Lymphocytic Leukemia,ibrutinib,Phase 3,70.0,A_tox_tolerated,0.65,0,,0.010552795906822093,0
1861,0,0.3285047979234253,NCT02863718,Risk of Disease,ibrutinib,Phase 3,30.0,C_benign,0.5,0,,0.3285047979234253,0
1862,0,0.0009717973532062123,NCT02168842,Parkinson Disease,isradipine,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0009717973532062123,0
1863,0,2.7225458550815535e-05,NCT02181413,Multiple Myeloma,ixazomib citrate,Phase 3,82.0,A_tox_tolerated,0.65,0,,2.7225458550815535e-05,0
1864,0,0.004240041961583533,NCT02021240,Post-operative Pain,ketamine,Phase 3,8.0,C_benign,0.5,0,,0.004240041961583533,0
1865,0,0.0013148944547945363,NCT01911975,sodium channelopathy-related small fiber neuropathy,lacosamide,Phase 3,25.0,C_benign,0.5,0,,0.0013148944547945363,0
1866,0,0.00010051532780330256,NCT01964560,epilepsy,lacosamide,Phase 3,58.0,B_serious_chronic,0.6,0,,0.00010051532780330256,0
1867,0,0.00010051532780330256,NCT02124564,epilepsy,lacosamide,Phase 3,58.0,B_serious_chronic,0.6,0,,0.00010051532780330256,0
1868,0,0.00020248929263397917,NCT02263079,chronic hepatitis B virus infection,lamivudine,Phase 3,62.0,B_serious_chronic,0.6,0,,0.00020248929263397917,0
1871,0,3.4194704909912524e-05,NCT02128061,Diffuse Large B Cell Lymphoma,lenalidomide,Phase 3,85.0,A_tox_tolerated,0.65,0,,3.4194704909912524e-05,0
1872,0,3.633770318726945e-05,NCT02215980,MULTIPLE MYELOMA,lenalidomide,Phase 3,82.0,A_tox_tolerated,0.65,0,,3.633770318726945e-05,0
1873,0,0.00022602877618443213,NCT02137772,cytomegalovirus infection,letermovir,Phase 3,55.0,B_serious_chronic,0.6,0,,0.00022602877618443213,0
1874,0,0.0003879408561837811,NCT02739516,Unexplained Infertility,letrozole,Phase 3,12.0,C_benign,0.5,0,,0.0003879408561837811,0
1875,0,0.00012708478668525184,NCT02073773,Ischaemic Stroke,levodopa,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.00012708478668525184,0
1876,0,0.009959225354180992,NCT01838551,Cushing syndrome,levoketoconazole,Phase 3,55.0,B_serious_chronic,0.6,0,,0.009959225354180992,0
1877,0,0.00030917167307046363,NCT02217267,peripheral neuropathy,lidocaine,Phase 3,25.0,C_benign,0.5,0,,0.00030917167307046363,0
1878,0,0.0003055254140824043,NCT02726737,Local Anesthesia,lidocaine,Phase 3,8.0,C_benign,0.5,0,,0.0003055254140824043,0
1879,0,0.02533639531182772,NCT02284516,dry eye syndrome,lifitegrast,Phase 3,8.0,C_benign,0.5,0,,0.02533639531182772,0
1880,0,6.351643350499683e-06,NCT02015299,Diabetes,linagliptin,Phase 3,40.0,B_serious_chronic,0.6,0,,6.351643350499683e-06,0
1881,0,0.0003311568747195434,NCT02066402,gram-positive bacterial infections,linezolid,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0003311568747195434,0
1883,0,0.003197903063378315,NCT02239380,Status Epilepticus,lorazepam,Phase 3,82.0,A_tox_tolerated,0.65,0,,0.003197903063378315,0
1884,0,0.01900425160382959,NCT02232763,Proteinuria,losartan,Phase 3,40.0,B_serious_chronic,0.6,0,,0.01900425160382959,0
1885,0,0.10268533008783635,NCT02232776,"Glomerulonephritis, IGA",losartan,Phase 3,55.0,B_serious_chronic,0.6,0,,0.10268533008783635,0
1886,0,0.008369757415657616,NCT02248961,Arterial Hypertension,losartan,Phase 3,40.0,B_serious_chronic,0.6,0,,0.008369757415657616,0
1887,0,0.03857456928919124,NCT02138136,functional constipation,lubiprostone,Phase 3,8.0,C_benign,0.5,0,,0.03857456928919124,0
1888,0,0.0010022686586417656,NCT01955187,MEMBRANOUS NEPHROPATHY,methylprednisolone,Phase 3,55.0,B_serious_chronic,0.6,0,,0.0010022686586417656,0
1889,0,0.9509896137718113,NCT02112487,Pulmonary Arterial Hypertension,macitentan,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.9509896137718113,0
1890,0,0.0007711949194803119,NCT02034162,helminth infection,mebendazole,Phase 3,30.0,C_benign,0.5,0,,0.0007711949194803119,0
1891,0,0.013698029051674849,NCT02070757,Healthcare-Associated Pneumonia; Ventilator-Associated Pneumonia; Lung Diseases,meropenem,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.013698029051674849,0
1892,0,0.012296240589128333,NCT03477422,Urinary Tract Infection Complicated; Acute Pyelonephritis,meropenem,Phase 3,55.0,B_serious_chronic,0.6,0,,0.012296240589128333,0
1893,0,1.5469933879146144e-05,NCT02280629,ulcerative colitis,mesalamine,Phase 3,50.0,B_serious_chronic,0.6,0,,1.5469933879146144e-05,0
1894,0,0.005328566749349062,NCT02040376,Brain Tumor Treated With Cranial or Cranial-Spinal Radiation,metformin,Phase 3,80.0,A_tox_tolerated,0.65,0,,0.005328566749349062,0
1895,0,0.00015802192746498355,NCT02045290,Type 1 Diabetes,metformin,Phase 3,55.0,B_serious_chronic,0.6,0,,0.00015802192746498355,0
1896,0,8.574752180939808e-05,NCT02058147,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,8.574752180939808e-05,0
1897,0,0.00016160747695842176,NCT02152371,Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.00016160747695842176,0
1898,0,8.674332216232231e-05,NCT01386671,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,8.674332216232231e-05,0
1899,0,0.0020656080240134597,NCT02068443,Type 2 Diabetes Mellitus,metformin,Phase 3,40.0,B_serious_chronic,0.6,0,,0.0020656080240134597,0
1900,0,3.4623597509991636e-05,NCT01987479,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,3.4623597509991636e-05,1
1901,0,3.4623597509991636e-05,NCT02001987,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,3.4623597509991636e-05,1
1902,0,0.006096284222453003,NCT02037191,ALOPECIA AREATA,methotrexate,Phase 3,10.0,C_benign,0.5,1,cytotoxic_managed_toxicity,0.006096284222453003,1
1903,0,0.0002389645969385994,NCT02046603,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.0002389645969385994,1
1904,0,3.4623597509991636e-05,NCT02046616,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,3.4623597509991636e-05,1
1905,0,1.1882967255815127e-05,NCT02065713,Psoriatic Arthritis,methotrexate,Phase 3,55.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,1.1882967255815127e-05,1
1906,0,4.641495085291798e-05,NCT02105636,Neck Carcinoma,methotrexate,Phase 3,85.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,4.641495085291798e-05,1
1907,0,0.0006607220921229773,NCT02151851,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.0006607220921229773,1
1908,0,5.914474774977496e-05,NCT02152696,Persistent Pregnancy of Unknown Location; Ectopic Pregnancy,methotrexate,Phase 3,80.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,5.914474774977496e-05,1
1909,0,0.00042436032771912634,NCT02196701,Psoriasis,methotrexate,Phase 3,45.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.00042436032771912634,1
1910,0,7.401666717393233e-05,NCT02252042,Recurrent or Metastatic Head and Neck Cancer,methotrexate,Phase 3,90.0,A_tox_tolerated,0.65,1,cytotoxic_managed_toxicity,7.401666717393233e-05,1
1911,0,0.0004179209736668769,NCT02277444,"Arthritis, Juvenile",methotrexate,Phase 3,45.0,B_serious_chronic,0.6,1,cytotoxic_managed_toxicity,0.0004179209736668769,1
1912,0,0.0013543343977315953,NCT03311425,Dysphagia,methylprednisolone,Phase 3,30.0,C_benign,0.5,0,,0.0013543343977315953,0
1913,0,4.433121323886203e-05,NCT02096900,Parental/Caregiver Anxiety; Child's Anxiety,midazolam,Phase 3,10.0,C_benign,0.5,0,,4.433121323886203e-05,0
1914,0,0.0008756253521877214,NCT02250703,Preoperative Sedation,midazolam,Phase 3,8.0,C_benign,0.5,0,,0.0008756253521877214,0
1915,0,0.0001266641162198118,NCT02325583,epilepsy,midazolam,Phase 3,58.0,B_serious_chronic,0.6,0,,0.0001266641162198118,0
1916,0,0.0007712223411681788,NCT02307565,spinal cord injury,midodrine,Phase 3,70.0,A_tox_tolerated,0.65,0,,0.0007712223411681788,0
1917,0,0.2456128846715619,NCT02012491,spontaneous abortion,mifepristone,Phase 3,25.0,C_benign,0.5,0,,0.2456128846715619,0
1918,0,0.017855775494531084,NCT02011958,visceral Leishmaniasis,miltefosine,Phase 3,85.0,A_tox_tolerated,0.65,0,,0.017855775494531084,0
