NCT_ID,Drug_Clean,Disease,plausibility,primary_target,causal_chain,leak_check
NCT02686138,tenapanor,irritable bowel syndrome,68.0,"NHE3 (sodium/hydrogen exchanger 3, intestinal)","NHE3 inhibition -> reduced intestinal sodium/fluid absorption increasing luminal fluid and accelerating transit, plus possible visceral-pain signaling effects -> relief of constipation-predominant IBS. The fluid/transit mechanism plausibly addresses the constipation driver and stool consistency; effect on pain is more indirect. On-mechanism for IBS-C bowel endpoints.",clean
NCT02354222,teneligliptin,Type 2 Diabetes,83.0,DPP-4 (dipeptidyl peptidase-4),"DPP-4 inhibition -> reduced GLP-1/GIP degradation -> enhanced glucose-dependent insulin secretion + suppressed glucagon -> lowered hyperglycemia. Incretin axis is a validated causal lever on glycemic control in T2D, registrational HbA1c endpoint clearly reachable.",clean
NCT02354235,teneligliptin,Type 2 Diabetes,83.0,DPP-4 (dipeptidyl peptidase-4),"DPP-4 inhibition -> reduced GLP-1/GIP degradation -> enhanced glucose-dependent insulin secretion + suppressed glucagon -> lowered hyperglycemia. Incretin axis is a validated causal lever on glycemic control in T2D, registrational HbA1c endpoint clearly reachable.",clean
NCT02567994,teneligliptin,type 2 diabetes mellitus,83.0,DPP-4,"Same as above: DPP-4 inhibition -> incretin preservation -> insulin up/glucagon down -> HbA1c reduction. Direct, validated mechanism for T2D glycemic endpoint.",clean
NCT02587195,teriflunomide,Multiple Sclerosis,78.0,DHODH,Same: DHODH inhibition -> antiproliferative effect on activated lymphocytes -> dampened autoimmune demyelination -> reduced relapses/disability in MS. Direct on the autoimmune driver.,clean
NCT02754583,tetracycline,Trachoma,85.0,Bacterial 30S ribosome (protein synthesis inhibitor),"30S ribosomal inhibition -> blocked bacterial protein synthesis -> eradication of Chlamydia trachomatis, the causal pathogen of trachoma. Killing the causal organism directly modifies disease; on-pathway. (Azithromycin is now preferred but mechanism for trachoma is sound.)",clean
NCT02325466,ticagrelor,Type 2 Diabetes,15.0,P2Y12 ADP receptor on platelets,"Antiplatelet action does not address insulin resistance/beta-cell dysfunction driving type 2 diabetes. No causal link to glycemic pathophysiology; relevant only to CV complications, not the disease driver.",clean
NCT02429271,ticagrelor,Myocardial Infarction; ST Segment Elevation Myocardial Infarction (STEMI),89.0,P2Y12 ADP receptor on platelets,P2Y12 blockade -> reduced platelet aggregation -> limits coronary thrombus in STEMI/MI -> reduces reinfarction and stent thrombosis. Platelet thrombus formation is the direct proximate cause of acute MI; on the causal driver path.,clean
NCT02675205,ticagrelor,Cerebral Aneurysm,55.0,P2Y12 ADP receptor,"Cerebral aneurysm trials typically concern platelet inhibition after endovascular flow-diverter/stent placement to prevent device-related thrombosis. P2Y12 blockade addresses peri-device platelet thrombus, a real but procedural/adjunct node; it does not treat aneurysm wall pathobiology itself. Plausible for the thrombosis-prevention endpoint, moderate fit.",clean
NCT02518139,tiotropium,Chronic Obstructive Pulmonary Disease,82.0,Muscarinic M3 acetylcholine receptor antagonist,Same as COPD: M3 antagonism relieves cholinergic bronchoconstriction -> bronchodilation -> improved airflow/exacerbation reduction. Directly engages a core reversible mechanism of COPD obstruction.,clean
NCT03803124,tolvaptan,"Polycystic Kidney, Autosomal Dominant",80.0,Vasopressin V2 receptor (antagonist),"In ADPKD, vasopressin-driven cAMP in collecting-duct epithelium promotes cyst-cell proliferation and fluid secretion; V2 antagonism lowers cAMP -> slows cyst growth/eGFR decline. Target sits on a validated causal driver pathway of cystogenesis. Strong mechanistic rationale.",clean
NCT02421588,topotecan,Ovarian Cancer,62.0,Topoisomerase I (inhibitor),"Topo-I inhibition -> replication-associated DNA breaks -> apoptosis in dividing ovarian-cancer cells. Established cytotoxic node for proliferating tumor; mechanistically on the proliferation driver, modest tumor selectivity.",clean
NCT02481830,topotecan,Lung Cancer,62.0,Topoisomerase I (inhibitor),Topo-I inhibition -> stabilized cleavage complexes -> DNA double-strand breaks in replicating tumor cells -> apoptosis. Cytotoxic mechanism is generically valid against proliferating SCLC; on-driver for a proliferation-dependent cancer though not tumor-specific.,clean
NCT02672527,trabectedin,With Sarcoma,65.0,"DNA minor groove binder; modulates oncogenic fusion transcription (e.g., FUS/EWS-type) in soft-tissue sarcoma",In translocation-driven sarcomas trabectedin interferes with the aberrant fusion-protein transcriptional program plus general DNA-damage cytotoxicity -> tumor-cell death. Engages a more disease-specific oncogenic mechanism in sarcoma than in carcinomas.,clean
NCT02465255,tramadol,Acute Abdominal Pain,74.0,Mu-opioid receptor (weak agonist) + serotonin/norepinephrine reuptake inhibition,Mu-agonism and monoamine reuptake inhibition -> ascending/descending nociceptive signal suppression -> analgesia for acute abdominal pain. Directly engages the pain-transmission pathway that produces the symptom endpoint.,clean
NCT02086500,tranexamic acid,Traumatic Hemorrhage,78.0,Plasminogen/plasmin (antifibrinolytic),"Traumatic hemorrhage with trauma-induced coagulopathy features hyperfibrinolysis; inhibiting plasmin directly counters the driver of ongoing blood loss/mortality. Target is on the causal path for the hemorrhage/mortality endpoint, especially when given early.",clean
NCT02302456,tranexamic acid,Immediate Postpartum Hemorrhage,86.0,plasminogen/plasmin (antifibrinolytic),Immediate postpartum hemorrhage -> hyperfibrinolysis is central; TXA inhibits plasmin -> stabilizes clot -> reduces hemorrhage. On the causal driver of PPH.,clean
NCT02546648,tranexamic acid,Atherosclerotic Disease; Perioperative Bleeding,83.0,plasminogen/plasmin (antifibrinolytic),"Perioperative bleeding -> inhibition of fibrinolysis stabilizes clots -> directly reduces blood loss. Direct on-mechanism for the bleeding endpoint (atherosclerotic context is the patient population, not the target).",clean
NCT03469947,tranexamic acid,Hemorrhagic Shock; Trauma Injury,84.0,plasminogen/plasmin (antifibrinolytic),Trauma-induced hemorrhagic shock features trauma-induced coagulopathy with hyperfibrinolysis; TXA blocks plasmin -> reduces bleeding/mortality if given early. Directly addresses the hyperfibrinolytic driver of trauma bleeding.,clean
NCT02675426,upadacitinib,Rheumatoid Arthritis,84.0,JAK1-selective inhibitor,JAK1 inhibition -> blocks IL-6/IFN/GM-CSF cytokine signaling central to synovial inflammation -> rheumatoid arthritis is paradigmatically cytokine-driven autoimmune synovitis. JAK1 is squarely on the validated causal inflammatory pathway.,clean
NCT02648347,vadadustat,anemia,80.0,HIF prolyl-hydroxylase (PHD) inhibitor,PHD inhibition -> stabilizes HIF-alpha -> increases endogenous erythropoietin and improves iron mobilization -> erythropoiesis -> anemia (functional EPO/iron deficiency) is corrected by raising EPO drive. Mechanism directly produces the hemoglobin-raising endpoint. On the causal pathway of (renal/inflammatory) anemia.,clean
NCT01960075,valproic acid,Benzodiazepine Refractory Status Epilepticus,78.0,"Broad anticonvulsant: enhances GABAergic transmission, blocks voltage-gated Na+ channels, modulates T-type Ca2+; (also HDAC inhibition)","Increased GABA + Na-channel blockade -> suppresses synchronized neuronal hyperexcitability -> status epilepticus is sustained seizure activity from runaway excitation; raising inhibition/reducing excitability directly terminates the seizure. In benzodiazepine-refractory SE, valproate is a validated second-line agent acting on the core electrophysiologic driver.",clean
NCT02446418,vilanterol,Asthma,62.0,Coagulation Factor Xa (direct inhibitor),FXa inhibition -> less thrombin -> reduced thrombosis. Leukemia patients are at thrombotic AND bleeding risk; an anticoagulant directly modifies the coagulation pathway driving VTE. For a thromboprophylaxis endpoint the mechanism is on-target; competing bleeding risk in thrombocytopenic leukemia narrows the achievable net benefit window.,clean - reasoned from coagulation mechanism; bleeding/benefit tradeoff is mechanistic not outcome-derived
NCT02372799,vilazodone,Major Depressive Disorder,80.0,Phosphodiesterase-4 (PDE4) inhibitor,"PDE4 inhibition -> elevated cAMP -> reduced IL-23/IL-17/TNF, the validated central axis of plaque psoriasis. The target sits directly on the keratinocyte-immune causal driver pathway; a PASI endpoint is mechanistically reachable. Effect size is moderate vs biologics but the causal link is strong and human-validated.",clean - psoriasis cytokine biology only; approval status excluded
NCT02436239,vilazodone,Major Depressive Disorder,80.0,Phosphodiesterase-4 (PDE4) inhibitor,"PDE4 inhibition -> elevated cAMP -> reduced IL-23/IL-17/TNF, the validated central axis of plaque psoriasis. The target sits directly on the keratinocyte-immune causal driver pathway; a PASI endpoint is mechanistically reachable. Effect size is moderate vs biologics but the causal link is strong and human-validated.",clean - psoriasis cytokine biology only; approval status excluded
NCT02389816,vortioxetine,Major Depressive Disorder,40.0,Ribosomal readthrough promoter of premature (nonsense) stop codons,"Readthrough of premature stop codon -> restoration of full-length functional protein -> corrects the molecular defect. In cystic fibrosis the driver is CFTR loss-of-function; ataluren only helps the subset with nonsense mutations, and CFTR readthrough yield/functionality is modest. Mechanism is genetically rational for nonsense-CF but addresses a fraction of patients with uncertain functional protein restoration, limiting a hard pulmonary endpoint.","clean - reasoned from nonsense-readthrough mechanism vs CFTR defect, mutation-subset limitation"
NCT02283294,warfarin,Transient Ischemic Attack; Stroke; Atrial Fibrillation,87.0,VKORC1 -> clotting factor depletion,TIA/stroke in AF is cardioembolic; anticoagulation interrupts atrial thrombus formation that causes the cerebral events. Direct causal mechanism.,clean
NCT02920905,atracurium,postoperative pain,9.0,nicotinic acetylcholine receptor at neuromuscular junction (non-depolarizing blocker),"Atracurium is a neuromuscular blocking agent producing skeletal muscle paralysis for surgical relaxation. Postoperative pain is driven by tissue/nerve nociceptive signaling, not by neuromuscular transmission. A muscle relaxant has no analgesic mechanism on the pain-driver pathway — the chain breaks at the target: it neither blocks nociception nor central pain processing. Gross target-disease mismatch for a pain endpoint.",clean — scored purely on mechanism mismatch
NCT03687515,budesonide,Chronic Rhinosinusitis With Polyposis,82.0,Glucocorticoid receptor agonist (corticosteroid),GR agonism -> suppresses eosinophilic/Th2 sinonasal mucosal inflammation -> CRS with polyposis is inflammation-driven. Same on-path mechanism as nasal-polyp CRS. Strong fit.,clean
NCT02460419,capecitabine,Metastatic Nasopharyngeal Carcinoma,64.0,Thymidylate synthase (5-FU active metabolite),Capecitabine -> 5-FU -> TS inhibition -> DNA synthesis blockade -> cytotoxicity in proliferating tumor. Metastatic nasopharyngeal carcinoma is chemo-sensitive and fluoropyrimidines feature in maintenance/combination; reasonable but not the dominant NPC mechanism.,clean
NCT02555657,capecitabine,Metastatic Triple Negative Breast Cancer,70.0,Thymidylate synthase (5-FU active metabolite),"Capecitabine -> 5-FU -> TS inhibition -> blocked DNA synthesis -> cytotoxicity. Metastatic triple-negative breast cancer lacks targeted-receptor options, so cytotoxic antimetabolites are a mainstay; capecitabine directly attacks the highly proliferative TNBC compartment.",clean
NCT02563821,clonidine,,,,,
NCT02551094,colchicine,coronary artery disease,55.0,Tubulin -> NLRP3 inflammasome / neutrophil suppression,Inflammasome/IL-1beta inhibition -> reduced vascular inflammation in atherosclerotic CAD -> fewer ischemic events (residual-inflammation hypothesis). Inflammation is a validated contributory driver of atherosclerosis progression; real but secondary to lipid/thrombotic drivers. Plausible on a contributory causal node.,clean
NCT02525874,dimethyl fumarate,Multiple Sclerosis,74.0,"NRF2 pathway activator / KEAP1 modulation; immunomodulatory (shifts T-cell phenotype, reduces oxidative stress)","DMF -> NRF2 antioxidant response + immunomodulation -> reduced CNS inflammatory demyelination in relapsing MS. MS relapse pathology is autoimmune inflammatory; immunomodulation is central to disease causal pathway. Mechanism plausibly modifies relapse activity, a registrational MS endpoint.",clean
NCT02989519,dydrogesterone,preterm labor and delivery,45.0,Progesterone receptor (selective agonist),"PR agonism promotes uterine quiescence and decidual support -> progesterone is causally central to maintaining pregnancy and suppressing myometrial contractility, but in established preterm labor the dominant drivers (inflammation, cervical change, mechanical) are only partially progesterone-modifiable; benefit on a hard delivery-timing endpoint is plausible but non-dominant.",clean
NCT02476006,ezetimibe,Hypercholesterolemia,85.0,NPC1L1 (intestinal cholesterol transporter),Same as above: block intestinal cholesterol uptake -> hepatic LDLR upregulation -> lower LDL-C. NPC1L1 inhibition is mechanistically central to lowering circulating cholesterol; genetic NPC1L1 variants validate the causal LDL link.,clean
NCT02395653,fentanyl,Acute Post-op Pain,88.0,Mu-opioid receptor (MOR) agonist,MOR agonism -> dampened nociceptive signaling -> analgesia for acute postoperative pain. Postoperative pain is opioid-responsive nociceptive pain; the target sits directly on the causal pain-transmission path. Strong mechanistic fit.,clean
NCT02059499,fluorouracil,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,62.0,thymidylate synthase (antimetabolite),"5-FU blocks thymidylate synthase/DNA synthesis -> cytotoxic to dividing dysplastic squamous epithelium. Anal intraepithelial neoplasia/HSIL are HPV-driven pre-cancerous dysplasias; topical antiproliferative ablation of dysplastic cells is mechanistically reasonable (5-FU/imiquimod class used for intraepithelial lesions). Acts on proliferating dysplastic cells but does not clear underlying HPV, so partial.",clean
NCT02523820,fluticasone propionate,stridor,55.0,Glucocorticoid receptor (NR3C1),"Corticosteroid -> anti-inflammatory/anti-edema effect on airway mucosa. Stridor is a symptom from upper-airway narrowing; if inflammatory/edematous (e.g., post-extubation, croup) steroid reduces edema. Mechanism plausible only when edema is the cause; many stridor etiologies are structural/non-inflammatory -> partial fit.",clean
NCT02555657,gemcitabine,Metastatic Triple Negative Breast Cancer,70.0,Ribonucleotide reductase + DNA polymerase (nucleoside analog),"Metastatic triple-negative breast cancer is highly proliferative and lacks targetable hormone/HER2 drivers, so a cytotoxic DNA-synthesis blocker engages the core proliferative process directly. Gemcitabine is a rational cytotoxic for TNBC -> good mechanistic fit (cytotoxic backbone where targeted options are absent).",clean
NCT02421939,gilteritinib,Acute Myeloid Leukemia,85.0,FLT3 (and AXL) tyrosine kinase inhibitor,gilteritinib -> inhibits mutant FLT3 (ITD/TKD) -> blocks constitutive proliferative signaling in FLT3-mutant AML blasts. FLT3 mutation is a validated oncogenic driver in a defined AML subset; inhibiting it is directly on the causal driver path. High target-disease causal fit for the FLT3-mutant population.,clean
NCT02326311,imatinib,"Leukemia, Chronic Myeloid",95.0,BCR-ABL tyrosine kinase inhibitor,Chronic myeloid leukemia is defined by the BCR-ABL fusion; imatinib inhibits that oncogenic driver directly. Canonical on-driver targeting.,clean
NCT02059499,imiquimod,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,62.0,TLR7 agonist (innate immune activation),TLR7-driven local IFN/immune response clears HPV-infected dysplastic keratinocytes. AIN/HSIL is HPV-driven intraepithelial disease; topical immune clearance of HPV lesions is directly on the causal (viral) driver. On-path for intraepithelial neoplasia.,clean
NCT02564263,irinotecan,Junction Carcinoma,64.0,Topoisomerase I (SN-38),"TOP1 inhibition -> DNA damage -> cytotoxicity. 'Junction carcinoma' (gastroesophageal junction) is a proliferative adenocarcinoma; cytotoxic DNA-damage chemo is a plausible on-driver mechanism, used in GEJ regimens.",clean
NCT02285062,lenalidomide,cell Lymphoma,52.0,Cereblon E3 ligase modulator; degrades IKZF1/IKZF3,"Generic 'cell Lymphoma' B-cell malignancy; IKZF degradation modulates IRF4/MYC and immune surveillance across B-cell lymphomas. Plausible class-level fit but disease underspecified, so moderate.","clean; disease label is a non-specific fragment ('cell Lymphoma'), scored as generic B-cell lymphoma"
NCT02491333,metformin,Polycystic Ovary Syndrome; Insulin Resistance,74.0,Hepatic AMPK activation / mitochondrial complex I inhibition; reduces hepatic gluconeogenesis and improves insulin sensitivity,"Metformin -> reduced hepatic glucose output + improved peripheral insulin sensitivity -> lowers hyperinsulinemia, the central driver of PCOS-associated insulin resistance -> restores ovulatory function/metabolic parameters. Insulin resistance IS the explicit target here, so target sits squarely on the causal node.",clean
NCT02297945,metyrapone,Cushing syndrome,85.0,11-beta-hydroxylase (CYP11B1) inhibitor,"CYP11B1 inhibition -> blocks final cortisol synthesis step, lowering circulating cortisol. Cushing syndrome core driver IS cortisol excess; metyrapone directly engages the causal biochemical node to normalize cortisol. Squarely on-pathway for the disease endpoint.",clean
NCT02332447,naloxone,epilepsy,10.0,Non-selective opioid receptor antagonist (mu/kappa/delta),"Opioid receptor blockade -> reverses opioid agonism. Epilepsy core pathophysiology is neuronal hyperexcitability from ion-channel/GABA/glutamate imbalance, not endogenous opioid tone. Opioid blockade has no credible causal link to seizure generation; if anything opioids/endorphins are anticonvulsant in some models so antagonism could worsen. Gross target-disease mismatch.",clean
NCT02326311,nilotinib,"Leukemia, Chronic Myeloid",93.0,BCR-ABL tyrosine kinase,Same as above: BCR-ABL is the causal driver of chronic myeloid leukemia; nilotinib directly inhibits the fusion kinase that defines the disease. Squarely on the causal path.,clean
NCT02425644,ponesimod,MUltiple Sclerosis,82.0,Sphingosine-1-phosphate receptor 1 (S1PR1) modulator,"S1PR1 modulation -> lymphocyte sequestration in lymph nodes -> reduced autoreactive lymphocyte CNS infiltration -> less inflammatory demyelination. MS core driver is autoimmune lymphocyte-mediated demyelination; S1P modulation is a validated, mechanistically central immunomodulatory approach. Strong fit for relapsing MS.",clean
NCT03349333,pralatrexate,unspecified peripheral T-cell lymphoma,70.0,Dihydrofolate reductase (DHFR) inhibitor; antifolate with enhanced RFC-1 uptake,"Antifolate -> DNA synthesis blockade -> cytotoxicity in proliferating peripheral T-cell lymphoma cells, with selectively high uptake via reduced folate carrier. Cytotoxic mechanism well matched to a proliferative T-cell malignancy; reasonable disease fit.",clean
NCT02285062,prednisone,cell Lymphoma,66.0,Glucocorticoid receptor (NR3C1) agonist,"GR agonism -> apoptosis of malignant lymphoid cells -> 'cell Lymphoma' (B/T lymphoid malignancy) is glucocorticoid-sensitive; corticosteroids are an active cytotoxic backbone component (e.g., CHOP); on a real death-signaling node for lymphoid cancers",clean; vague disease term parsed as lymphoid lymphoma
NCT02617485,prednisone,in Lymphoma,66.0,Glucocorticoid receptor (NR3C1) agonist,GR agonism -> apoptosis of malignant lymphoid cells -> 'in Lymphoma' is glucocorticoid-sensitive lymphoid malignancy; corticosteroids are an active cytotoxic component of standard regimens; on a real death node,clean; vague disease term parsed as lymphoma
NCT02322502,propofol,,,,,
NCT02492282,propofol,,,,,
NCT02934529,regorafenib,Metastatic Colorectal Cancer,74.0,"Multikinase: VEGFR1-3, TIE2, RAF, KIT, PDGFR, FGFR","Same as CRC: anti-angiogenic + anti-proliferative kinase blockade against metastatic colorectal cancer driver pathways (VEGF-dependent angiogenesis, MAPK signaling). On causal pathway; OS benefit plausible in metastatic setting.",clean
NCT02821169,ropivacaine,Pain,85.0,Voltage-gated sodium channels (local anesthetic),"Generic 'Pain' indication; local anesthetic blocks nociceptive Na-channel conduction at the application site, directly abolishing pain signaling. Mechanism is the causal driver of analgesia.",clean
NCT02476006,simvastatin,Hypercholesterolemia,92.0,HMG-CoA reductase,HMG-CoA reductase inhibition -> reduced cholesterol synthesis -> LDL-receptor upregulation -> LDL lowering. Hypercholesterolemia core pathophysiology IS the cholesterol pathway; target is on the definitional causal node and endpoint is directly addressable.,clean
NCT02563821,sufentanil,,,,,
NCT02425644,teriflunomide,MUltiple Sclerosis,78.0,Dihydroorotate dehydrogenase (DHODH),DHODH inhibition -> depleted de novo pyrimidines -> blocked proliferation of activated autoreactive T/B lymphocytes -> reduced CNS inflammatory demyelination. MS relapse activity is autoimmune-driven; cytostatic immunomodulation is a validated mechanism for reducing relapse rate (registrational endpoint).,clean
NCT02296138,tiotropium,Chronic Obstructive Pulmonary Disease,82.0,Muscarinic M3 acetylcholine receptor antagonist,Same as COPD: M3 antagonism relieves cholinergic bronchoconstriction -> bronchodilation -> improved airflow/exacerbation reduction. Directly engages a core reversible mechanism of COPD obstruction.,clean
NCT02566967,tofacitinib,Rheumatoid Arthritis,84.0,JAK1/JAK3 kinase inhibitor,JAK inhibition blocks IL-6/IFN/common-gamma cytokine signaling central to rheumatoid synovial inflammation -> reduced synovitis/joint damage. RA is a cytokine-driven autoimmune synovitis; JAK is on the core causal pathway.,clean
NCT04056754,abiraterone acetate,Prostate Cancer,85.0,CYP17A1 inhibitor (androgen biosynthesis),"Prostate cancer is fundamentally androgen-receptor driven; abiraterone suppresses adrenal/intratumoral androgen synthesis -> directly removes the ligand fueling the central oncogenic driver -> on-pathway, strongly validated target-disease link.",clean
NCT02044380,afatinib,Lung Cancer,58.0,Irreversible pan-ErbB (EGFR/HER2/HER4) kinase inhibitor,"EGFR/HER kinase blockade -> lung cancer (generic). A substantial fraction of lung adenocarcinoma is EGFR-driven; in that subset the target is the oncogenic driver, but generic 'lung cancer' includes EGFR-wildtype and small-cell where the mechanism does not apply. Strong in subset, diluted overall.",clean
NCT02075840,alectinib,Anaplastic Lymphoma,88.0,ALK tyrosine kinase (and ROS1),"ALK inhibitor -> blocks constitutively active ALK fusion kinase signaling -> 'Anaplastic Lymphoma' implies ALK+ anaplastic large cell lymphoma, where the NPM-ALK fusion IS the oncogenic driver. Target sits squarely on the causal driver pathway if the lymphoma is ALK-rearranged.",clean
NCT02017171,allopurinol,Type 1 Diabetes,14.0,Xanthine oxidase,"XO inhibitor -> lowers uric acid and XO-derived reactive oxygen species. Type 1 diabetes is autoimmune beta-cell destruction; urate/XO-ROS is at best a peripheral contributor to vascular/renal complications, not the autoimmune driver. Target far off the core pathophysiology for a glycemic/autoimmune endpoint.",clean
NCT02068443,alogliptin,Type 2 Diabetes Mellitus,85.0,DPP-4 (dipeptidyl peptidase-4),DPP-4 inhibitor -> incretin potentiation -> improved glucose-dependent insulin secretion -> HbA1c reduction. Mechanism is directly aligned with the insulin-secretory defect central to T2DM. Established on-pathway target.,clean
NCT02132767,amiodarone,atrial fibrillation,80.0,"Multichannel antiarrhythmic (Class III, K+ channel block dominant)",Amiodarone -> prolongs atrial refractoriness and slows conduction -> directly targets the reentrant electrophysiologic mechanism that sustains atrial fibrillation -> rhythm/rate control. Target acts on the core arrhythmic driver of AF. Direct on-pathway for rhythm-control endpoints.,clean
NCT02896621,amlodipine,Hypertension; Sleep Apnea,83.0,L-type voltage-gated calcium channel (Cav1.2),"amlodipine vasodilates -> lowers systemic vascular resistance and BP, the core hypertensive driver, in patients with comorbid sleep apnea -> for the hypertension endpoint the mechanism is causal-central. It does not treat the apnea itself, but the registrational target here is BP, which it directly modifies.",clean
NCT02278120,anastrozole,Advanced Breast Cancer,85.0,Aromatase (CYP19A1),"anastrozole inhibits aromatase -> blocks peripheral conversion of androgens to estrogen -> lowers circulating estrogen, removing the proliferative drive of ER-positive (estrogen-dependent) breast cancer, the core oncogenic driver in hormone-receptor-positive disease -> directly targets the causal hormonal axis; tumor response/PFS endpoint reachable in advanced ER+ disease (postmenopausal). Squarely on the disease driver for the hormone-positive subset.",clean
NCT02066454,apixaban,Myeloma; Venous Thromboembolism,82.0,Activated coagulation factor Xa (FXa),"apixaban inhibits FXa -> reduces thrombin/clot generation -> venous thromboembolism in myeloma patients is driven by hypercoagulability (disease- and IMiD-therapy-related), directly mitigated by anticoagulation -> mechanism on the causal thrombotic pathway for VTE prophylaxis/treatment; endpoint reachable. On the driver for the VTE component.",clean
NCT02307513,apremilast,Behcet syndrome,68.0,Phosphodiesterase-4 (PDE4) inhibitor,"PDE4 inhibition -> increased intracellular cAMP -> downshift of pro-inflammatory cytokines (TNF, IL-23, IL-17) and increase in IL-10. Behcet's is a systemic inflammatory/autoinflammatory vasculitis with prominent neutrophilic, IL-17/TNF-driven mucocutaneous lesions. PDE4 sits on the cytokine-amplification path central to the oral/genital ulcer phenotype; plausible benefit on mucocutaneous endpoints.",clean
NCT02203916,azilsartan medoxomil,essential hypertension,90.0,Angiotensin II type 1 receptor (AT1) antagonist,"Azilsartan -> AT1 receptor blockade -> reduces vasoconstriction and aldosterone-mediated volume -> lowers BP. RAAS is a central validated driver of essential hypertension; ARB mechanism is directly causal, BP endpoint trivially reachable.",clean
NCT02265705,baricitinib,Rheumatoid Arthritis,85.0,JAK1/JAK2 inhibitor,"Baricitinib -> JAK1/2 inhibition -> blocks IL-6/IFN/GM-CSF signaling central to synovial inflammation and joint destruction. Rheumatoid arthritis is a cytokine-driven autoimmune disease; JAK pathway sits directly on the validated causal driver. Strong fit, ACR endpoint reachable.",clean
NCT02139644,beclomethasone dipropionate,asthma,90.0,Glucocorticoid receptor agonist (inhaled corticosteroid),"Beclomethasone -> glucocorticoid receptor -> suppresses airway eosinophilic/Th2 inflammation and bronchial hyperresponsiveness. Asthma core driver is chronic airway inflammation; ICS is squarely on the causal driver, foundational controller therapy. Lung-function/exacerbation endpoint reachable.",clean
NCT01974440,bendamustine,Hodgkin Lymphoma,74.0,DNA alkylating agent (bifunctional nitrogen mustard),Bendamustine -> DNA alkylation/cross-linking -> apoptosis of malignant Hodgkin/Reed-Sternberg and reactive lymphoid cells. Hodgkin lymphoma is a lymphoid malignancy responsive to alkylator chemotherapy; cytotoxic DNA damage is on the causal tumor-kill path. Response endpoint reachable (typically combination/salvage).,clean
NCT02005471,bendamustine,Chronic Lymphocytic Leukemia,82.0,DNA alkylating agent (bifunctional nitrogen mustard),"Bendamustine -> DNA cross-linking/strand breaks -> apoptosis of malignant B-lymphocytes. CLL is a clonal B-cell malignancy; alkylator cytotoxicity directly reduces the malignant clone, on the tumor-burden causal path. Established CLL agent; response/PFS endpoint reachable.",clean
NCT02130557,bosutinib,Chronic Myelogenous Leukemia,92.0,BCR-ABL1 tyrosine kinase (also SRC-family kinases),"Inhibits BCR-ABL1 -> shuts down the constitutive oncogenic kinase signaling driving clonal myeloid proliferation. In chronic myelogenous leukemia, BCR-ABL1 IS the disease-defining oncogenic driver (Philadelphia chromosome). Textbook on-driver mechanism, analogous to the imatinib anchor.",clean
NCT02054702,brexpiprazole,schizophrenia,80.0,"D2/5-HT1A partial agonist, 5-HT2A antagonist",D2 partial agonism -> normalizes mesolimbic dopamine hyperactivity -> schizophrenia positive symptoms are driven by dopaminergic dysregulation (validated D2 hypothesis). Target squarely on the core causal pathway.,clean
NCT02289352,brimonidine,rosacea,68.0,Alpha-2 adrenergic receptor agonist (vasoconstrictor),"Alpha-2 agonism -> cutaneous vasoconstriction -> rosacea erythema is driven by neurovascular dysregulation/vasodilation. Brimonidine directly reduces the dilated-vessel component, hitting the proximate vascular mechanism of facial erythema. On-path for the erythema endpoint.",clean
NCT01738178,caffeine,Parkinson's Disease,52.0,Adenosine A2A receptor antagonist,"A2A antagonism in striatum -> A2A is co-localized/antagonistic to D2 receptors and modulates indirect-pathway output -> plausible mechanistic rationale to improve motor symptoms in Parkinson's; A2A is a validated PD target node though benefit is symptomatic, not disease-modifying",clean
NCT02028507,capecitabine,Metastatic Breast Cancer,68.0,Thymidylate synthase (5-FU active metabolite),"Capecitabine -> 5-FU -> TS inhibition -> blocked DNA synthesis -> cytotoxicity. Metastatic breast cancer is an established fluoropyrimidine indication; antimetabolite directly kills proliferating tumor cells. Benefit is real but breast is less fluoropyrimidine-sensitive than GI tumors, so moderate.",clean
NCT02114359,capecitabine,Advanced Gastric Cancer,78.0,Thymidylate synthase (5-FU prodrug),5-FU thymidylate synthase inhibition -> DNA-synthesis blockade and cytotoxicity -> gastric adenocarcinoma is a standard fluoropyrimidine-responsive tumor; strong mechanistic fit,clean
NCT02253459,capecitabine,Metastatic Breast Cancer,68.0,Thymidylate synthase (5-FU active metabolite),"Capecitabine -> 5-FU -> TS inhibition -> blocked DNA synthesis -> cytotoxicity. Metastatic breast cancer is an established fluoropyrimidine indication; antimetabolite directly kills proliferating tumor cells. Benefit is real but breast is less fluoropyrimidine-sensitive than GI tumors, so moderate.",clean
NCT02108366,celecoxib,"Influenza, Human",25.0,COX-2 selective inhibitor,"Influenza: disease driven by viral replication; host prostaglandin-mediated inflammation contributes to symptoms/immunopathology. COX-2 inhibition could modulate inflammatory symptom burden but does not address viral replication (the causal driver). Symptomatic/adjunct, off the core antiviral path for a registrational outcome.",clean
