row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,risk_tolerance,confidence_tier,tier_threshold,p_adj
1627,0,0.008015268135104291,NCT02453555,Type 2 Diabetes Mellitus,linagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.008015268135104291
1629,0,0.2142823607783651,NCT02333799,pulmonary tuberculosis,linezolid,Phase 3,72.0,A_tox_tolerated,0.65,0.2142823607783651
1630,0,0.373217179094968,NCT02363998,opioid withdrawal,lofexidine,Phase 3,30.0,C_benign,0.5,0.373217179094968
1631,0,0.008199357049986445,NCT02235909,Hypertension,losartan,Phase 3,40.0,B_serious_chronic,0.6,0.008199357049986445
1632,0,0.11992356133157142,NCT02481947,chronic idiopathic constipation,lubiprostone,Phase 3,12.0,C_benign,0.5,0.11992356133157142
1633,0,0.22699714799280155,NCT02390219,cystic fibrosis,lumacaftor,Phase 3,68.0,B_serious_chronic,0.6,0.22699714799280155
1634,0,0.09534631404237515,NCT02389621,Thrombocytopenia in Patients With Chronic Liver Disease,lusutrombopag,Phase 3,55.0,B_serious_chronic,0.6,0.09534631404237515
1635,0,0.5319196616495312,NCT02558829,growth hormone deficiency,macimorelin,Phase 3,25.0,C_benign,0.5,0.5319196616495312
1636,0,0.003052226370079114,NCT02197221,Multiple Myeloma,melphalan,Phase 3,82.0,A_tox_tolerated,0.65,0.003052226370079114
1638,0,0.3179855152093828,NCT02519543,Bipolar Disorder,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.3179855152093828
1639,0,0.11916995175698157,NCT02551874,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.11916995175698157
1640,0,0.004610711282607616,NCT02586129,Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.004610711282607616
1641,0,0.47111537654369257,NCT02597049,Type 2 Diabetes Mellitus,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.47111537654369257
1642,0,0.12007683122705144,NCT02638805,Type 2 Diabetes,metformin,Phase 3,40.0,B_serious_chronic,0.6,0.12007683122705144
1643,0,0.48242734595977144,NCT02345850,Prevention of Graft-versus-Host Disease,methotrexate,Phase 3,80.0,A_tox_tolerated,0.65,0.48242734595977144
1644,0,0.11253631688620762,NCT02376790,Psoriatic Arthritis,methotrexate,Phase 3,55.0,B_serious_chronic,0.6,0.11253631688620762
1645,0,0.003223981267788978,NCT02504268,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,0.003223981267788978
1646,0,0.0032256872718983364,NCT02553018,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,0.0032256872718983364
1647,0,0.003352489522376945,NCT02744196,Rheumatoid Arthritis,methotrexate,Phase 3,58.0,B_serious_chronic,0.6,0.003352489522376945
1648,0,0.11328074465980645,NCT04108468,Psoriatic Arthritis,methotrexate,Phase 3,55.0,B_serious_chronic,0.6,0.11328074465980645
1649,0,0.5991667985977418,NCT02604225,cancer,methoxyflurane,Phase 3,85.0,A_tox_tolerated,0.65,0.5991667985977418
1650,0,0.22579938752859058,NCT02319343,Osteoarthrosis,methylprednisolone,Phase 3,25.0,C_benign,0.5,0.22579938752859058
1651,0,0.22579938752859058,NCT02332603,Osteoarthrosis,methylprednisolone,Phase 3,25.0,C_benign,0.5,0.22579938752859058
1652,0,0.22579938752859058,NCT02332616,Osteoarthrosis,methylprednisolone,Phase 3,25.0,C_benign,0.5,0.22579938752859058
1653,0,0.22579938752859058,NCT02332629,Osteoarthrosis,methylprednisolone,Phase 3,25.0,C_benign,0.5,0.22579938752859058
1654,0,0.22415180188320177,NCT03308084,Dysphasia,methylprednisolone,Phase 3,28.0,C_benign,0.5,0.22415180188320177
1655,0,0.3555296078723637,NCT02308007,Vaginal Infection,metronidazole,Phase 3,12.0,C_benign,0.5,0.3555296078723637
1656,0,0.35549620806176574,NCT02308033,Vaginal Infection,metronidazole,Phase 3,12.0,C_benign,0.5,0.35549620806176574
1657,0,0.3894687409934209,NCT02163616,postpartum hemorrhage,misoprostol,Phase 3,85.0,A_tox_tolerated,0.65,0.3894687409934209
1658,0,0.003579560175659613,NCT03790371,contraception,misoprostol,Phase 3,5.0,C_benign,0.5,0.003579560175659613
1659,0,0.012342038531601495,NCT02498509,perennial allergic rhinitis,mometasone furoate,Phase 3,8.0,C_benign,0.5,0.012342038531601495
1660,0,0.011911603668798575,NCT02554786,asthma,mometasone furoate,Phase 3,42.0,B_serious_chronic,0.6,0.011911603668798575
1662,0,0.3726624747907029,NCT02383589,Pemphigus Vulgaris,mycophenolate mofetil,Phase 3,70.0,A_tox_tolerated,0.65,0.3726624747907029
1663,0,0.0187372511101624,NCT02630628,Lupus Nephritis,mycophenolate mofetil,Phase 3,68.0,B_serious_chronic,0.6,0.0187372511101624
1664,0,0.23213999693251158,NCT02505971,capillary infantile hemangioma,nadolol,Phase 3,20.0,C_benign,0.5,0.23213999693251158
1665,0,0.7455736259628849,NCT02597933,Patients With Scleroderma Related Lung Fibrosis,nintedanib,Phase 3,82.0,A_tox_tolerated,0.65,0.7455736259628849
1666,0,0.0025362218214033836,NCT02612922,Influenza,nitazoxanide,Phase 3,40.0,B_serious_chronic,0.6,0.0025362218214033836
1667,0,0.5866368905364003,NCT02282020,Breast Cancer,olaparib,Phase 3,75.0,A_tox_tolerated,0.65,0.5866368905364003
1669,0,0.0023901379410361744,NCT02634346,Schizophrenia,olanzapine,Phase 3,62.0,B_serious_chronic,0.6,0.0023901379410361744
1670,0,0.2771729000945939,NCT02635984,Complications of Bone Marrow Transplant; Hematologic Neoplasms,olanzapine,Phase 3,90.0,A_tox_tolerated,0.65,0.2771729000945939
1671,0,0.6047616875068612,NCT02477644,Ovarian Cancer,olaparib,Phase 3,88.0,A_tox_tolerated,0.65,0.6047616875068612
1672,0,0.2977637510021641,NCT02378480,skin and soft tissue Staphylococcus aureus infection,omadacycline,Phase 3,45.0,B_serious_chronic,0.6,0.2977637510021641
1673,0,0.2978019425837678,NCT02531438,Bacterial Pneumonia; Community-Acquired Infections,omadacycline,Phase 3,65.0,B_serious_chronic,0.6,0.2978019425837678
1674,0,0.010255756507009117,NCT02369159,Influenza,oseltamivir,Phase 3,40.0,B_serious_chronic,0.6,0.010255756507009117
1675,0,0.07111530088092591,NCT02364999,NSCLC,paclitaxel,Phase 3,88.0,A_tox_tolerated,0.65,0.07111530088092591
1676,0,0.8642431134910458,NCT02366143,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8642431134910458
1677,0,0.8693965766274742,NCT02367794,Lung Cancer,paclitaxel,Phase 3,90.0,A_tox_tolerated,0.65,0.8693965766274742
1678,0,0.07689151923255266,NCT02501954,Endometrial Clear Cell Adenocarcinoma; Endometrial Serous Adenocarcinoma; Stage IIIA Uterine Corpus Cancer; Stage IIIB Uterine Corpus Cancer; Stage IIIC Uterine Corpus Cancer; Stage IVA Uterine Corpus Cancer,paclitaxel,Phase 3,88.0,A_tox_tolerated,0.65,0.07689151923255266
1679,0,0.09317078089126343,NCT02290327,Stress Ulcer Prophylaxis,pantoprazole,Phase 3,40.0,B_serious_chronic,0.6,0.09317078089126343
1680,0,0.71077471094583,NCT02367781,Lung Cancer,pemetrexed,Phase 3,90.0,A_tox_tolerated,0.65,0.71077471094583
1681,0,0.0033842612598965925,NCT02427607,epilepsy,perampanel,Phase 3,58.0,B_serious_chronic,0.6,0.0033842612598965925
1682,0,0.350867113478316,NCT02572986,scabies,permethrin,Phase 3,8.0,C_benign,0.5,0.350867113478316
1683,0,0.3648750226157841,NCT02371369,tenosynovial giant cell tumor,pexidartinib,Phase 3,35.0,C_benign,0.5,0.3648750226157841
1684,0,0.12832052517008768,NCT03650270,status epilepticus,phenobarbital,Phase 3,88.0,A_tox_tolerated,0.65,0.12832052517008768
1685,0,0.32380628324103655,NCT03141970,Nephrotic Syndrome,prednisolone,Phase 3,55.0,B_serious_chronic,0.6,0.32380628324103655
1686,0,0.3253402960873365,NCT03298061,Churg-Strauss Syndrome; Eosinophilic Granulomatosis With Polyangiitis,prednisolone,Phase 3,70.0,A_tox_tolerated,0.65,0.3253402960873365
1687,0,0.0033540913200228893,NCT02457221,Lupus Nephritis,prednisone,Phase 3,68.0,B_serious_chronic,0.6,0.0033540913200228893
1689,0,0.44892142659070605,NCT02290873,Colonoscopy,remimazolam,Phase 3,8.0,C_benign,0.5,0.44892142659070605
1690,0,0.4490534802806295,NCT02296892,Bronchoscopy,remimazolam,Phase 3,15.0,C_benign,0.5,0.4490534802806295
1691,0,0.4490534802806295,NCT02532647,Colonoscopy,remimazolam,Phase 3,8.0,C_benign,0.5,0.4490534802806295
1692,0,0.0108306775043707,NCT02442284,Cirrhosis,ribavirin,Phase 3,80.0,A_tox_tolerated,0.65,0.0108306775043707
1693,0,0.01263469540539779,NCT02422615,Advanced Breast Cancer,ribociclib,Phase 3,85.0,A_tox_tolerated,0.65,0.01263469540539779
1694,0,0.020031144491251873,NCT02469155,Schizophrenia,risperidone,Phase 3,62.0,B_serious_chronic,0.6,0.020031144491251873
1695,0,0.30258066837141273,NCT02164578,Type 2 Diabetic Patients,rivaroxaban,Phase 3,40.0,B_serious_chronic,0.6,0.30258066837141273
1696,0,0.30350687903720514,NCT02486445,Deep Venous Thrombosis,rivaroxaban,Phase 3,55.0,B_serious_chronic,0.6,0.30350687903720514
1698,0,0.5090670078465533,NCT04122547,bronchiectasis,roflumilast,Phase 3,50.0,B_serious_chronic,0.6,0.5090670078465533
1699,0,0.10947397614733581,NCT02408393,Breast Cancer,ropivacaine,Phase 3,75.0,A_tox_tolerated,0.65,0.10947397614733581
1700,0,0.006475907358041355,NCT02410317,pain,ropivacaine,Phase 3,20.0,C_benign,0.5,0.006475907358041355
1701,0,0.013195842536507362,NCT02273726,anemia of chronic kidney disease,roxadustat,Phase 3,48.0,B_serious_chronic,0.6,0.013195842536507362
1702,0,0.007918307942197944,NCT02413346,acne vulgaris,sarecycline,Phase 3,8.0,C_benign,0.5,0.007918307942197944
1703,0,0.7498585086550343,NCT02471183,Pulmonary Arterial Hypertension,selexipag,Phase 3,80.0,A_tox_tolerated,0.65,0.7498585086550343
1705,0,0.00775339303652729,NCT02609802,Orthopedic Disorders,sevoflurane,Phase 3,25.0,C_benign,0.5,0.00775339303652729
1706,0,0.4016483473569643,NCT02532855,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.4016483473569643
1707,0,0.4026273810168897,NCT02536248,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.4026273810168897
1708,0,0.405650977417156,NCT02564211,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.405650977417156
1709,0,0.40266518203885326,NCT02577003,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.40266518203885326
1710,0,0.40266518203885326,NCT02577016,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,40.0,B_serious_chronic,0.6,0.40266518203885326
1711,0,0.013389678498127245,NCT02250807,hepatitis C virus infection,sofosbuvir,Phase 3,60.0,B_serious_chronic,0.6,0.013389678498127245
1712,0,0.01306988335626218,NCT02319031,hepatitis C virus infection,sofosbuvir,Phase 3,60.0,B_serious_chronic,0.6,0.01306988335626218
1713,0,0.014106705767386929,NCT02596880,Cirrhosis,sofosbuvir,Phase 3,80.0,A_tox_tolerated,0.65,0.014106705767386929
1714,0,0.12774064462156204,NCT02384941,Type 1 Diabetes Mellitus,sotagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0.12774064462156204
1715,0,0.12750973138697436,NCT02421510,Type 1 Diabetes Mellitus,sotagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0.12750973138697436
1716,0,0.005898615495376958,NCT02531035,Type 1 Diabetes,sotagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0.005898615495376958
1717,0,0.01642632537976372,NCT02354352,Duchenne Muscular Dystrophy,spironolactone,Phase 3,80.0,A_tox_tolerated,0.65,0.01642632537976372
1718,0,0.9998900525971054,NCT02420821,Cell Carcinoma,sunitinib,Phase 3,85.0,A_tox_tolerated,0.65,0.9998900525971054
1719,0,0.7642320200484518,NCT02216123,"Malaria, Vivax",tafenoquine,Phase 3,50.0,B_serious_chronic,0.6,0.7642320200484518
1720,0,0.2728551571247816,NCT02486653,Urinary Retention; Urinary Tract Infections,tamsulosin,Phase 3,30.0,C_benign,0.5,0.2728551571247816
1722,0,0.0883431978822486,NCT03566316,Hypertension With Hyperlipidemia,telmisartan,Phase 3,40.0,B_serious_chronic,0.6,0.0883431978822486
1723,0,0.022333718868838857,NCT02621892,irritable bowel syndrome,tenapanor,Phase 3,15.0,C_benign,0.5,0.022333718868838857
1724,0,0.022333068564985247,NCT02686138,irritable bowel syndrome,tenapanor,Phase 3,15.0,C_benign,0.5,0.022333068564985247
1725,0,0.09371583372916943,NCT02354222,Type 2 Diabetes,teneligliptin,Phase 3,40.0,B_serious_chronic,0.6,0.09371583372916943
1726,0,0.09371583372916943,NCT02354235,Type 2 Diabetes,teneligliptin,Phase 3,40.0,B_serious_chronic,0.6,0.09371583372916943
1727,0,0.017501210758972062,NCT02567994,type 2 diabetes mellitus,teneligliptin,Phase 3,40.0,B_serious_chronic,0.6,0.017501210758972062
1728,0,0.0025776032823844773,NCT02587195,Multiple Sclerosis,teriflunomide,Phase 3,60.0,B_serious_chronic,0.6,0.0025776032823844773
1730,0,0.019914269646915582,NCT02325466,Type 2 Diabetes,ticagrelor,Phase 3,40.0,B_serious_chronic,0.6,0.019914269646915582
1731,0,0.014280423966692535,NCT02429271,Myocardial Infarction; ST Segment Elevation Myocardial Infarction (STEMI),ticagrelor,Phase 3,85.0,A_tox_tolerated,0.65,0.014280423966692535
1732,0,0.1921500228735764,NCT02675205,Cerebral Aneurysm,ticagrelor,Phase 3,85.0,A_tox_tolerated,0.65,0.1921500228735764
1733,0,0.1639486790894314,NCT02518139,Chronic Obstructive Pulmonary Disease,tiotropium,Phase 3,60.0,B_serious_chronic,0.6,0.1639486790894314
1734,0,0.5678278325745505,NCT03803124,"Polycystic Kidney, Autosomal Dominant",tolvaptan,Phase 3,55.0,B_serious_chronic,0.6,0.5678278325745505
1735,0,0.6739288617922774,NCT02421588,Ovarian Cancer,topotecan,Phase 3,88.0,A_tox_tolerated,0.65,0.6739288617922774
1736,0,0.48855346290470153,NCT02481830,Lung Cancer,topotecan,Phase 3,90.0,A_tox_tolerated,0.65,0.48855346290470153
1737,0,0.1564506818148301,NCT02672527,With Sarcoma,trabectedin,Phase 3,82.0,A_tox_tolerated,0.65,0.1564506818148301
1738,0,0.23012601313779077,NCT02086500,Traumatic Hemorrhage,tranexamic acid,Phase 3,85.0,A_tox_tolerated,0.65,0.23012601313779077
1740,0,0.22661710156191112,NCT02546648,Atherosclerotic Disease; Perioperative Bleeding,tranexamic acid,Phase 3,55.0,B_serious_chronic,0.6,0.22661710156191112
1741,0,0.22723965072723518,NCT03469947,Hemorrhagic Shock; Trauma Injury,tranexamic acid,Phase 3,90.0,A_tox_tolerated,0.65,0.22723965072723518
1742,0,0.008296043502721506,NCT02675426,Rheumatoid Arthritis,upadacitinib,Phase 3,58.0,B_serious_chronic,0.6,0.008296043502721506
1743,0,0.010108820851480304,NCT02648347,anemia,vadadustat,Phase 3,40.0,B_serious_chronic,0.6,0.010108820851480304
1744,0,0.006439679967604195,NCT01960075,Benzodiazepine Refractory Status Epilepticus,valproic acid,Phase 3,90.0,A_tox_tolerated,0.65,0.006439679967604195
1745,0,0.4682482567714764,NCT02607618,Skin Structures and Soft Tissue Infections,vancomycin,Phase 3,42.0,B_serious_chronic,0.6,0.4682482567714764
1746,0,0.0072741141952124225,NCT02446418,Asthma,vilanterol,Phase 3,40.0,B_serious_chronic,0.6,0.0072741141952124225
1748,0,0.004076497267885415,NCT02436239,Major Depressive Disorder,vilazodone,Phase 3,42.0,B_serious_chronic,0.6,0.004076497267885415
1749,0,0.004451541354542043,NCT02389816,Major Depressive Disorder,vortioxetine,Phase 3,42.0,B_serious_chronic,0.6,0.004451541354542043
1750,0,0.006024405761484464,NCT02920905,postoperative pain,atracurium,Phase 3,8.0,C_benign,0.5,0.006024405761484464
1751,0,0.3100414960375899,NCT03687515,Chronic Rhinosinusitis With Polyposis,budesonide,Phase 3,15.0,C_benign,0.5,0.3100414960375899
1752,0,0.38629538369323246,NCT02460419,Metastatic Nasopharyngeal Carcinoma,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,0.38629538369323246
1753,0,0.012047212957433384,NCT02551094,coronary artery disease,colchicine,Phase 3,68.0,B_serious_chronic,0.6,0.012047212957433384
1754,0,0.003018814439708306,NCT02476617,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0.003018814439708306
1755,0,0.0029912590997996035,NCT02582632,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0.0029912590997996035
1756,0,0.015227470154655132,NCT02989519,preterm labor and delivery,dydrogesterone,Phase 3,65.0,B_serious_chronic,0.6,0.015227470154655132
1757,0,0.1634999573230387,NCT02395653,Acute Post-op Pain,fentanyl,Phase 3,8.0,C_benign,0.5,0.1634999573230387
1758,0,0.0040231031235228535,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,fluorouracil,Phase 3,60.0,B_serious_chronic,0.6,0.0040231031235228535
1760,0,0.8516047366628751,NCT02421939,Acute Myeloid Leukemia,gilteritinib,Phase 3,90.0,A_tox_tolerated,0.65,0.8516047366628751
1761,0,0.004459654884297582,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,imiquimod,Phase 3,60.0,B_serious_chronic,0.6,0.004459654884297582
1763,0,0.04540804068481621,NCT02570490,skin and soft tissue bacterial infection,linezolid,Phase 3,45.0,B_serious_chronic,0.6,0.04540804068481621
1764,0,0.6315180271090263,NCT02491333,Polycystic Ovary Syndrome; Insulin Resistance,metformin,Phase 3,25.0,C_benign,0.5,0.6315180271090263
1765,0,0.014909189182048532,NCT02297945,Cushing syndrome,metyrapone,Phase 3,55.0,B_serious_chronic,0.6,0.014909189182048532
1767,0,0.07687556857502278,NCT02370498,Gastric Adenocarcinoma; Gastroesophageal Junction Adenocarcinoma,paclitaxel,Phase 3,85.0,A_tox_tolerated,0.65,0.07687556857502278
1768,0,0.2988172297983477,NCT02425644,MUltiple Sclerosis,ponesimod,Phase 3,60.0,B_serious_chronic,0.6,0.2988172297983477
1769,0,0.3570131592493849,NCT03349333,unspecified peripheral T-cell lymphoma,pralatrexate,Phase 3,90.0,A_tox_tolerated,0.65,0.3570131592493849
1770,0,0.16530319698149443,NCT02492282,"Anesthesia, General; Anesthesia, Intravenous",propofol,Phase 3,15.0,C_benign,0.5,0.16530319698149443
1771,0,0.010800271273589113,NCT02442271,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0.010800271273589113
1772,0,0.010795775657782735,NCT02517528,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0.010795775657782735
1773,0,0.010798588524312858,NCT02609659,hepatitis C virus infection,ribavirin,Phase 3,60.0,B_serious_chronic,0.6,0.010798588524312858
1775,0,0.1639189123857541,NCT02296138,Chronic Obstructive Pulmonary Disease,tiotropium,Phase 3,60.0,B_serious_chronic,0.6,0.1639189123857541
1776,0,0.008385581808776355,NCT02566967,Rheumatoid Arthritis,tofacitinib,Phase 3,58.0,B_serious_chronic,0.6,0.008385581808776355
1777,0,0.4682482567714764,NCT02600611,Skin Structures and Soft Tissue Infections,vancomycin,Phase 3,42.0,B_serious_chronic,0.6,0.4682482567714764
1778,0,0.9563235213768877,NCT04056754,Prostate Cancer,abiraterone acetate,Phase 3,72.0,A_tox_tolerated,0.65,0.9563235213768877
1779,0,0.7165507125189883,NCT02044380,Lung Cancer,afatinib,Phase 3,90.0,A_tox_tolerated,0.65,0.7165507125189883
1780,0,0.04475918981204265,NCT02075840,Anaplastic Lymphoma,alectinib,Phase 3,85.0,A_tox_tolerated,0.65,0.04475918981204265
1783,0,0.06261404385299348,NCT02896621,Hypertension; Sleep Apnea,amlodipine,Phase 3,40.0,B_serious_chronic,0.6,0.06261404385299348
1784,0,0.44158622883391596,NCT02066454,Myeloma; Venous Thromboembolism,apixaban,Phase 3,82.0,A_tox_tolerated,0.65,0.44158622883391596
1785,0,0.2525301184957221,NCT02307513,Behcet syndrome,apremilast,Phase 3,55.0,B_serious_chronic,0.6,0.2525301184957221
1786,0,0.007424678007633334,NCT01995266,hepatitis C virus infection,asunaprevir,Phase 3,60.0,B_serious_chronic,0.6,0.007424678007633334
1787,0,0.1282861793407082,NCT02135029,Hyperlipidemia,atorvastatin,Phase 3,38.0,C_benign,0.5,0.1282861793407082
1788,0,0.539576979183431,NCT02189837,Primary Hyperlipidemia and Mixed Dyslipidemia,atorvastatin,Phase 3,38.0,C_benign,0.5,0.539576979183431
1789,0,0.010533598173927562,NCT02203916,essential hypertension,azilsartan medoxomil,Phase 3,42.0,B_serious_chronic,0.6,0.010533598173927562
1790,0,0.003328328516263146,NCT02265705,Rheumatoid Arthritis,baricitinib,Phase 3,58.0,B_serious_chronic,0.6,0.003328328516263146
1791,0,0.00239123235920069,NCT02139644,asthma,beclomethasone dipropionate,Phase 3,42.0,B_serious_chronic,0.6,0.00239123235920069
1792,0,0.037727900035658866,NCT02130557,Chronic Myelogenous Leukemia,bosutinib,Phase 3,70.0,A_tox_tolerated,0.65,0.037727900035658866
1793,0,0.0037928765771972684,NCT02054702,schizophrenia,brexpiprazole,Phase 3,55.0,B_serious_chronic,0.6,0.0037928765771972684
1794,0,0.17715561944624397,NCT02289352,rosacea,brimonidine,Phase 3,5.0,C_benign,0.5,0.17715561944624397
1795,0,0.04926989467860894,NCT02087306,adenovirus infection,brincidofovir,Phase 3,30.0,C_benign,0.5,0.04926989467860894
1797,0,0.016136909298832734,NCT02114359,Advanced Gastric Cancer,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,0.016136909298832734
1798,0,0.9996831474909016,NCT02253459,Metastatic Breast Cancer,capecitabine,Phase 3,88.0,A_tox_tolerated,0.65,0.9996831474909016
1799,0,0.0036576090652184813,NCT02108366,"Influenza, Human",celecoxib,Phase 3,40.0,B_serious_chronic,0.6,0.0036576090652184813
1800,0,0.4347866478798517,NCT02001012,Uncomplicated Knowlesi Malaria,chloroquine,Phase 3,62.0,B_serious_chronic,0.6,0.4347866478798517
1802,0,0.2260458704414106,NCT02068846,HIV; Salivary Gland Disease; Benign Lymphoepithelial Lesion,ciprofloxacin,Phase 3,62.0,B_serious_chronic,0.6,0.2260458704414106
1804,0,0.09402363128237365,NCT02625753,PRK Post-operative Pain,codeine,Phase 3,8.0,C_benign,0.5,0.09402363128237365
1805,0,0.012521262542326439,NCT02282098,atrial fibrillation,colchicine,Phase 3,55.0,B_serious_chronic,0.6,0.012521262542326439
1806,0,0.624693737576371,NCT02319135,Acute Myeloid Leukemia,cytarabine,Phase 3,90.0,A_tox_tolerated,0.65,0.624693737576371
1807,0,0.6289039235662464,NCT01974752,Metastatic Uveal Melanoma,dacarbazine,Phase 3,92.0,A_tox_tolerated,0.65,0.6289039235662464
1808,0,0.0038595472336125035,NCT01995266,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0.0038595472336125035
1809,0,0.00384357284008372,NCT02032875,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0.00384357284008372
1810,0,0.0038341543307160108,NCT02032888,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0.0038341543307160108
1811,0,0.0038397226928780005,NCT02032901,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0.0038397226928780005
1812,0,0.0038413170907188655,NCT02282709,hepatitis C virus infection,daclatasvir,Phase 3,60.0,B_serious_chronic,0.6,0.0038413170907188655
1813,0,0.3616000789945263,NCT02127970,Cellulitis,dalbavancin,Phase 3,35.0,C_benign,0.5,0.3616000789945263
1814,0,0.0030228823755950483,NCT02096705,Diabetes,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.0030228823755950483
1815,0,0.0029969998607770167,NCT02229396,Diabetes Mellitus,dapagliflozin,Phase 3,42.0,B_serious_chronic,0.6,0.0029969998607770167
1816,0,0.003011525770926937,NCT02268214,Type 1 Diabetes,dapagliflozin,Phase 3,55.0,B_serious_chronic,0.6,0.003011525770926937
1817,0,0.016629708244382636,NCT02284893,Type 2 Diabetes,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.016629708244382636
1818,0,0.04020681107575137,NCT02383238,Diabetes Mellitus Type 2,dapagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.04020681107575137
1819,0,0.22273580124027906,NCT02142075,Renal Failure; Critical Care; Gram Positive Bacteria,daptomycin,Phase 3,82.0,A_tox_tolerated,0.65,0.22273580124027906
1820,0,0.06224689842921298,NCT02143570,overactive bladder,darifenacin,Phase 3,15.0,C_benign,0.5,0.06224689842921298
1821,0,0.0020188421950091628,NCT02216422,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0.0020188421950091628
1822,0,0.00199759284625185,NCT02219503,hepatitis C virus infection,dasabuvir,Phase 3,60.0,B_serious_chronic,0.6,0.00199759284625185
1824,0,0.4567805324512175,NCT01825512,microcytic anemia with liver iron overload,deferiprone,Phase 3,50.0,B_serious_chronic,0.6,0.4567805324512175
1825,0,0.613937923009181,NCT02035267,submental fat,deoxycholic acid,Phase 3,3.0,C_benign,0.5,0.613937923009181
1826,0,0.19470614176703022,NCT01971645,Knee Injury,dexamethasone,Phase 3,15.0,C_benign,0.5,0.19470614176703022
1827,0,0.19431890373151278,NCT02034019,Treatment of Ocular Inflammation and Pain,dexamethasone,Phase 3,18.0,C_benign,0.5,0.19431890373151278
1828,0,0.19487747146329165,NCT02089113,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,dexamethasone,Phase 3,10.0,C_benign,0.5,0.19487747146329165
1829,0,0.0019678368083226204,NCT02136134,Multiple Myeloma,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0.0019678368083226204
1830,0,0.025519564337966337,NCT02215980,MULTIPLE MYELOMA,dexamethasone,Phase 3,82.0,A_tox_tolerated,0.65,0.025519564337966337
1831,0,0.13825318542787374,NCT02133105,cardiorenal syndrome,dobutamine,Phase 3,80.0,A_tox_tolerated,0.65,0.13825318542787374
1833,0,0.0645408842549134,NCT02248480,Osteoarthritis,duloxetine,Phase 3,25.0,C_benign,0.5,0.0645408842549134
1834,0,0.25251349497491676,NCT02014584,alopecia,dutasteride,Phase 3,6.0,C_benign,0.5,0.25251349497491676
1835,0,0.7747059597829757,NCT02072434,Atrial Fibrillation,edoxaban,Phase 3,45.0,B_serious_chronic,0.6,0.7747059597829757
1836,0,0.04615212011329421,NCT02471963,Diabetes Mellitus Type 2,empagliflozin,Phase 3,40.0,B_serious_chronic,0.6,0.04615212011329421
1837,0,0.8029871415578608,NCT02288247,Prostate Cancer,enzalutamide,Phase 3,72.0,A_tox_tolerated,0.65,0.8029871415578608
1838,0,0.003764916160702825,NCT02294461,Metastatic Prostate Cancer,enzalutamide,Phase 3,82.0,A_tox_tolerated,0.65,0.003764916160702825
1839,0,0.3367252632390877,NCT02807298,Irreversible Pulpitis,epinephrine,Phase 3,8.0,C_benign,0.5,0.3367252632390877
1840,0,0.09827279233964377,NCT01978938,complicated urinary tract infection,eravacycline,Phase 3,52.0,B_serious_chronic,0.6,0.09827279233964377
