row_idx,y,p,NCT_ID,Disease,Drug_Clean,Phase,endpoint_physiology_score,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,is_offmech,effect_size_uncertainty,confidence_tier,p_cap,p_adj,floor_applied,cap_applied
1818,0,0.009310560162354289,NCT02383238,Diabetes Mellitus Type 2,dapagliflozin,Phase 3,0,0,0,0,0,0,,0,19,reliable,0.009310560162354289,0.009310560162354289,0,0
1820,0,0.009588218564185033,NCT02143570,overactive bladder,darifenacin,Phase 3,0,0,0,0,0,0,,0,72,low_confidence,0.009588218564185033,0.009588218564185033,0,0
1823,1,0.12021833709390399,NCT02214407,MDS,decitabine,Phase 3,0,0,1,0,0,0,,0,44,reliable,0.12021833709390399,0.12021833709390399,0,0
1824,0,0.39361857532651756,NCT01825512,microcytic anemia with liver iron overload,deferiprone,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.39361857532651756,0.39361857532651756,0,0
1825,0,0.44918948438585327,NCT02035267,submental fat,deoxycholic acid,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.44918948438585327,0.44918948438585327,0,0
1826,0,0.4654765918615917,NCT01971645,Knee Injury,dexamethasone,Phase 3,0,0,1,0,0,0,,0,44,reliable,0.4654765918615917,0.4654765918615917,0,0
1827,0,0.2676244501034432,NCT02034019,Treatment of Ocular Inflammation and Pain,dexamethasone,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.2676244501034432,0.2676244501034432,0,0
1828,0,0.18795169166976872,NCT02089113,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,dexamethasone,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.18795169166976872,0.18795169166976872,0,0
1829,0,0.03969041539697454,NCT02136134,Multiple Myeloma,dexamethasone,Phase 3,0,1,0,0,0,0,,0,24,reliable,0.03969041539697454,0.03969041539697454,0,0
1830,0,0.12503303208555133,NCT02215980,MULTIPLE MYELOMA,dexamethasone,Phase 3,0,1,1,0,0,0,,0,24,reliable,0.12503303208555133,0.12503303208555133,0,0
1831,0,0.6672324620445751,NCT02133105,cardiorenal syndrome,dobutamine,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.6672324620445751,0.6672324620445751,0,0
1833,0,0.44491676146115333,NCT02248480,Osteoarthritis,duloxetine,Phase 3,0,0,0,0,0,0,,0,80,low_confidence,0.44491676146115333,0.44491676146115333,0,0
1834,0,0.4884818896618812,NCT02014584,alopecia,dutasteride,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.4884818896618812,0.4884818896618812,0,0
1835,0,0.002109989499997309,NCT02072434,Atrial Fibrillation,edoxaban,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.002109989499997309,0.002109989499997309,0,0
1836,0,0.02035870272219916,NCT02471963,Diabetes Mellitus Type 2,empagliflozin,Phase 3,0,0,0,0,0,0,,0,19,reliable,0.02035870272219916,0.02035870272219916,0,0
1837,0,0.6752187775823406,NCT02288247,Prostate Cancer,enzalutamide,Phase 3,0,1,1,0,0,0,,0,22,reliable,0.6752187775823406,0.6752187775823406,0,0
1838,0,0.22164502400349276,NCT02294461,Metastatic Prostate Cancer,enzalutamide,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.22164502400349276,0.22164502400349276,0,0
1839,0,0.3876766489889122,NCT02807298,Irreversible Pulpitis,epinephrine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.3876766489889122,0.3876766489889122,0,0
1841,0,0.06418478617319827,NCT02226003,Type 2 Diabetes Mellitus,ertugliflozin,Phase 3,0,0,1,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.06418478617319827,0.06418478617319827,0,1
1842,0,0.07049790933992647,NCT02157376,Stress Ulcer Prophylaxis,esomeprazole,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.07049790933992647,0.07049790933992647,0,0
1843,0,0.5868985472906831,NCT02253173,Vulvovaginal Atrophy; Menopause; Dyspareunia; Painful Intercourse,estradiol,Phase 3,0,0,0,0,0,0,,0,62,low_confidence,0.5868985472906831,0.5868985472906831,0,0
1844,0,0.016461497755570462,NCT02750917,pain,etoricoxib,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.016461497755570462,0.016461497755570462,0,0
1845,0,0.021800294698367834,NCT03288038,Hypercholesterolemia,ezetimibe,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,22,reliable,0.021800294698367834,0.021800294698367834,0,1
1846,0,0.002680806445939749,NCT02262143,mixed dyslipidemia,fenofibrate,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,18,reliable,0.002680806445939749,0.002680806445939749,0,1
1847,0,0.023066372361330217,NCT02145975,Postoperative Pain,fentanyl,Phase 3,0,0,0,0,0,0,,0,81,low_confidence,0.023066372361330217,0.023066372361330217,0,0
1848,0,0.13063006543316685,NCT02327936,Overactive Bladder Syndrome,fesoterodine,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.13063006543316685,0.13063006543316685,0,0
1849,1,0.992689627367508,NCT02683213,Stroke,fluoxetine,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.992689627367508,0.992689627367508,0,0
1850,0,0.003293660052366172,NCT04332978,perennial allergic rhinitis,fluticasone propionate,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.003293660052366172,0.003293660052366172,0,0
1851,0,0.0005838327101812772,NCT02077192,immune thrombocytopenia,fostamatinib,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,29,reliable,0.0005838327101812772,0.0005838327101812772,0,1
1852,0,0.01370235692720855,NCT02076399,immune thrombocytopenia,fostamatinib,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,29,reliable,0.01370235692720855,0.01370235692720855,0,1
1853,0,0.3246149912549839,NCT01964430,Patients With Resected Pancreatic Cancer,gemcitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1854,0,0.06162154302772595,NCT02043288,Pancreatic Cancer,gemcitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.06162154302772595,0.06162154302772595,0,1
1855,0,0.0821714606440948,NCT03766295,Pancreatic Cancer,gemcitabine,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.0821714606440948,0.0821714606440948,0,1
1856,0,0.5302937174092478,NCT01954056,"Infant, Newborn, Diseases; Cardiovascular Insufficiency",hydrocortisone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5302937174092478,0.5302937174092478,0,0
1857,0,0.4715384464314193,NCT02095990,melasma,hydroquinone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.4715384464314193,0.4715384464314193,0,0
1858,0,0.28478593979987116,NCT01976416,Sickle Cell Anemia; Sickle Cell Disease; Malaria,hydroxyurea,Phase 3,0,0,0,0,0,0,,0,20,reliable,0.28478593979987116,0.28478593979987116,0,0
1859,0,0.34567861132295297,NCT02165397,Waldenström's Macroglobulinemia,ibrutinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.34567861132295297,0.34567861132295297,0,0
1860,0,0.01376117591792618,NCT02264574,Chronic Lymphocytic Leukemia,ibrutinib,Phase 3,0,1,1,0,0,0,,0,24,reliable,0.01376117591792618,0.01376117591792618,0,0
1861,0,0.5160333732221227,NCT02863718,Risk of Disease,ibrutinib,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5160333732221227,0.5160333732221227,0,0
1862,0,0.6533255608956392,NCT02168842,Parkinson Disease,isradipine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.6533255608956392,0.6533255608956392,0,0
1863,0,0.02508458883542653,NCT02181413,Multiple Myeloma,ixazomib citrate,Phase 3,0,1,0,0,0,0,,0,24,reliable,0.02508458883542653,0.02508458883542653,0,0
1864,0,0.33154148086550084,NCT02021240,Post-operative Pain,ketamine,Phase 3,0,0,1,0,0,0,,0,81,low_confidence,0.33154148086550084,0.33154148086550084,0,0
1865,0,0.487613024659897,NCT01911975,sodium channelopathy-related small fiber neuropathy,lacosamide,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.487613024659897,0.487613024659897,0,0
1866,0,0.012320012512937416,NCT01964560,epilepsy,lacosamide,Phase 3,0,0,0,0,0,0,,0,48,low_confidence,0.012320012512937416,0.012320012512937416,0,0
1867,0,0.007385901013336274,NCT02124564,epilepsy,lacosamide,Phase 3,0,0,0,0,0,0,,0,48,low_confidence,0.007385901013336274,0.007385901013336274,0,0
1869,1,0.12558659764338276,NCT01996865,Cell Lymphoma,lenalidomide,Phase 3,0,1,0,0,0,0,,0,18,reliable,0.12558659764338276,0.12558659764338276,0,0
1871,0,0.6215327653350732,NCT02128061,Diffuse Large B Cell Lymphoma,lenalidomide,Phase 3,0,1,0,0,0,0,,0,18,reliable,0.6215327653350732,0.6215327653350732,0,0
1872,0,0.0681460733262392,NCT02215980,MULTIPLE MYELOMA,lenalidomide,Phase 3,0,1,1,0,0,0,,0,24,reliable,0.0681460733262392,0.0681460733262392,0,0
1874,0,0.0014107210647617368,NCT02739516,Unexplained Infertility,letrozole,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.0014107210647617368,0.0014107210647617368,0,0
1875,0,0.24074687230654992,NCT02073773,Ischaemic Stroke,levodopa,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.24074687230654992,0.24074687230654992,0,0
1876,0,0.0020170947654231095,NCT01838551,Cushing syndrome,levoketoconazole,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,29,reliable,0.0020170947654231095,0.0020170947654231095,0,1
1877,0,0.20941440726732302,NCT02217267,peripheral neuropathy,lidocaine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.20941440726732302,0.20941440726732302,0,0
1879,0,0.18958515540456,NCT02284516,dry eye syndrome,lifitegrast,Phase 3,0,0,0,0,0,0,,0,49,low_confidence,0.18958515540456,0.18958515540456,0,0
1880,0,0.13133560947999523,NCT02015299,Diabetes,linagliptin,Phase 3,0,0,0,0,0,0,,0,25,reliable,0.13133560947999523,0.13133560947999523,0,0
1882,1,0.8473700936139693,NCT02008565,fecal incontinence,loperamide,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.8473700936139693,0.8473700936139693,0,0
1883,0,0.19287627607449384,NCT02239380,Status Epilepticus,lorazepam,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.19287627607449384,0.19287627607449384,0,0
1884,0,0.4494103607825017,NCT02232763,Proteinuria,losartan,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.4494103607825017,0.4494103607825017,0,0
1885,0,0.3298174745528494,NCT02232776,"Glomerulonephritis, IGA",losartan,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.3298174745528494,0.3298174745528494,0,0
1886,0,0.2544368997289725,NCT02248961,Arterial Hypertension,losartan,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,18,reliable,0.15,0.15,0,1
1887,0,0.5875210728516329,NCT02138136,functional constipation,lubiprostone,Phase 3,0,0,0,0,0,0,,0,75,low_confidence,0.5875210728516329,0.5875210728516329,0,0
1888,0,0.37434348201696616,NCT01955187,MEMBRANOUS NEPHROPATHY,methylprednisolone,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.37434348201696616,0.37434348201696616,0,0
1889,0,0.05308012324498286,NCT02112487,Pulmonary Arterial Hypertension,macitentan,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.05308012324498286,0.05308012324498286,0,0
1893,0,0.0021003505436817892,NCT02280629,ulcerative colitis,mesalamine,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.0021003505436817892,0.0021003505436817892,0,0
1894,0,0.6072271816775395,NCT02040376,Brain Tumor Treated With Cranial or Cranial-Spinal Radiation,metformin,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.6072271816775395,0.6072271816775395,0,0
1895,0,0.4061392220462576,NCT02045290,Type 1 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.15,0.15,0,1
1896,0,0.0037258536231767544,NCT02058147,Type 2 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.0037258536231767544,0.0037258536231767544,0,1
1897,0,0.0991076049356676,NCT02152371,Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.0991076049356676,0.0991076049356676,0,1
1898,0,0.008950056567501776,NCT01386671,Type 2 Diabetes,metformin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.008950056567501776,0.008950056567501776,0,1
1899,0,0.004076350994183458,NCT02068443,Type 2 Diabetes Mellitus,metformin,Phase 3,0,0,1,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.004076350994183458,0.004076350994183458,0,1
1900,0,0.08760558362097988,NCT01987479,Rheumatoid Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.08760558362097988,0.08760558362097988,0,0
1901,0,0.0240033913823371,NCT02001987,Rheumatoid Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.0240033913823371,0.0240033913823371,0,0
1902,0,0.26566230858765316,NCT02037191,ALOPECIA AREATA,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.26566230858765316,0.26566230858765316,0,0
1903,0,0.062075845783216066,NCT02046603,Rheumatoid Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.062075845783216066,0.062075845783216066,0,0
1904,0,0.08172356051934473,NCT02046616,Rheumatoid Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.08172356051934473,0.08172356051934473,0,0
1905,0,0.0038313867117919695,NCT02065713,Psoriatic Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.0038313867117919695,0.0038313867117919695,0,0
1906,0,0.12189506958088585,NCT02105636,Neck Carcinoma,methotrexate,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.12189506958088585,0.12189506958088585,0,1
1907,0,0.3016576756586926,NCT02151851,Rheumatoid Arthritis,methotrexate,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.3016576756586926,0.3016576756586926,0,0
1908,0,0.07706152272302917,NCT02152696,Persistent Pregnancy of Unknown Location; Ectopic Pregnancy,methotrexate,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.07706152272302917,0.07706152272302917,0,0
1909,0,0.07556548116033686,NCT02196701,Psoriasis,methotrexate,Phase 3,0,0,0,0,0,0,,0,45,low_confidence,0.07556548116033686,0.07556548116033686,0,0
1910,0,0.3029026101799867,NCT02252042,Recurrent or Metastatic Head and Neck Cancer,methotrexate,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1911,0,0.12054065431644448,NCT02277444,"Arthritis, Juvenile",methotrexate,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.12054065431644448,0.12054065431644448,0,0
1912,0,0.17740099842745644,NCT03311425,Dysphagia,methylprednisolone,Phase 3,0,0,1,0,0,0,,0,44,reliable,0.17740099842745644,0.17740099842745644,0,0
1913,0,0.07086609472852803,NCT02096900,Parental/Caregiver Anxiety; Child's Anxiety,midazolam,Phase 3,0,0,1,0,0,0,,0,78,low_confidence,0.07086609472852803,0.07086609472852803,0,0
1915,0,0.006454514507502096,NCT02325583,epilepsy,midazolam,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,48,low_confidence,0.006454514507502096,0.006454514507502096,0,1
1916,0,0.5603907849904082,NCT02307565,spinal cord injury,midodrine,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,44,reliable,0.15,0.15,0,1
1917,0,0.3065840953071543,NCT02012491,spontaneous abortion,mifepristone,Phase 3,0,0,1,0,0,0,,0,44,reliable,0.3065840953071543,0.3065840953071543,0,0
1918,0,0.1483930105946024,NCT02011958,visceral Leishmaniasis,miltefosine,Phase 3,0,0,0,0,0,0,,0,20,reliable,0.1483930105946024,0.1483930105946024,0,0
1919,0,0.5331276663808804,NCT02193022,post-kala-azar dermal leishmaniasis,miltefosine,Phase 3,0,0,0,0,0,0,,0,20,reliable,0.5331276663808804,0.5331276663808804,0,0
1920,0,0.49295682297101573,NCT02045862,Urinary Bladder Overactive; Overactive Bladder; Urgency Incontinence; Urinary Bladder Diseases\Urologic Diseases,mirabegron,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.49295682297101573,0.49295682297101573,0,0
1921,0,0.438057002272673,NCT02336750,Breast Cancer,mirtazapine,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.438057002272673,0.438057002272673,0,0
1922,1,0.5596518550419161,NCT02101268,primary myelofibrosis,momelotinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.5596518550419161,0.5596518550419161,0,0
1923,0,0.3678061388505386,NCT01951885,Chronic Myelogenous Leukemia; Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Acute Biphenotypic Leukemia; Myelodysplastic Syndrome; Myeloproliferative Neoplasm; Non-Hodgkin Lymphoma; Hodgkins Disease; Chronic Lymphocytic Leukemia; Multiple Myeloma,mycophenolate mofetil,Phase 3,0,1,1,0,0,0,,0,18,reliable,0.3678061388505386,0.3678061388505386,0,0
1924,0,0.09286184253725227,NCT02334488,Chronic Kidney Disease,mycophenolic acid,Phase 3,0,0,1,0,0,0,,0,29,reliable,0.09286184253725227,0.09286184253725227,0,0
1925,0,0.49956967130132524,NCT01959074,ureteral stent-related symptoms,naftopidil,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.49956967130132524,0.49956967130132524,0,0
1926,0,0.2696564939393572,NCT02132533,preterm labor and delivery,nifedipine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.2696564939393572,0.2696564939393572,0,0
1927,0,0.006805483045694463,NCT02272777,Chronic Myelogenous Leukemia,nilotinib,Phase 3,0,1,1,0,0,0,,0,18,reliable,0.006805483045694463,0.006805483045694463,0,0
1928,0,0.515984235048321,NCT02323529,tyrosinemia type I,nitisinone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.515984235048321,0.515984235048321,0,0
1929,0,0.5470315466890558,NCT02479529,Vasoplegic syndrome,norepinephrine,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.5470315466890558,0.5470315466890558,0,0
1930,0,0.008733695818796938,NCT03106454,contraception,norethindrone,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.008733695818796938,0.008733695818796938,0,0
1931,0,0.7481531269948758,NCT02116530,With Cancer,olanzapine,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.7481531269948758,0.7481531269948758,0,0
1932,0,0.5150601768090122,NCT02184195,Pancreatic Cancer,olaparib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.5150601768090122,0.5150601768090122,0,0
1933,0,0.06080782972548569,NCT02161146,allergic conjunctivitis,olopatadine,Phase 3,0,0,0,0,0,0,,0,54,low_confidence,0.06080782972548569,0.06080782972548569,0,0
1934,0,0.35472456523235535,NCT03362281,Peptic Ulcer Hemorrhage,omeprazole,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.35472456523235535,0.35472456523235535,0,0
1935,0,0.08557905918376399,NCT02294058,Multiple Sclerosis,ozanimod,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.08557905918376399,0.08557905918376399,0,0
1936,0,0.4436660622049229,NCT02090764,impetigo,ozenoxacin,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.4436660622049229,0.4436660622049229,0,0
1937,0,0.4106192216687486,NCT01964391,Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
1938,0,0.15721828188861955,NCT01966471,Primary Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1939,0,0.05056874350119824,NCT01989676,Metastatic Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.05056874350119824,0.05056874350119824,0,1
1940,0,0.30207926120248396,NCT02032277,Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
1941,0,0.33841905651077087,NCT02106546,Lung Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
1942,0,0.47938652382455427,NCT02125344,Neoadjuvant Treatment of Patients With High-risk Early Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1943,0,0.1530985556707617,NCT02163694,Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
1944,0,0.6475126603254587,NCT02178956,Junction Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1945,0,0.41535541108764235,NCT02194166,Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,22,reliable,0.15,0.15,0,1
1946,0,0.4320282773373066,NCT02214381,Early Primary Breast Cancer,paclitaxel,Phase 3,0,1,0,0,1,1,oncology_cytotoxic_monotherapy,0,15,reliable,0.15,0.15,0,1
1947,0,0.008130138421476163,NCT02305849,Rheumatoid Arthritis,peficitinib,Phase 3,0,0,1,0,0,0,,0,52,low_confidence,0.008130138421476163,0.008130138421476163,0,0
1948,0,0.006455076484112901,NCT02308163,Rheumatoid Arthritis,peficitinib,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.006455076484112901,0.006455076484112901,0,0
1949,0,0.2780343950951819,NCT02304783,Renal Colic,piroxicam,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.2780343950951819,0.2780343950951819,0,0
1950,0,0.30431015304980974,NCT01774838,Acute Coronary Syndrome; Unstable Angina,prasugrel,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.30431015304980974,0.30431015304980974,0,0
1951,0,0.10622059276219165,NCT02000336,Rheumatoid Arthritis,prednisolone,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.10622059276219165,0.10622059276219165,0,0
1952,0,0.4292374666895718,NCT03761225,Prostate Cancer,prednisone,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.4292374666895718,0.4292374666895718,0,0
1961,0,0.7897172465516644,NCT02278120,Advanced Breast Cancer,ribociclib,Phase 3,0,1,1,0,0,0,,0,15,reliable,0.7897172465516644,0.7897172465516644,0,0
1962,0,0.2739822355576388,NCT02109562,Schizophrenia,risperidone,Phase 3,0,0,0,0,0,0,,0,70,low_confidence,0.2739822355576388,0.2739822355576388,0,0
1963,0,0.5966300990756149,NCT02123524,Symptomatic Superficial Vein Thrombosis,rivaroxaban,Phase 3,0,0,0,0,0,0,,0,22,reliable,0.5966300990756149,0.5966300990756149,0,0
1964,0,0.36648295682684073,NCT02165826,COPD,roflumilast,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.36648295682684073,0.36648295682684073,0,0
1965,0,0.0689500855798381,NCT02340520,COPD,roflumilast,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,50,low_confidence,0.0689500855798381,0.0689500855798381,0,1
1967,0,0.010766761547092921,NCT02256228,Pain,ropivacaine,Phase 3,0,0,0,0,0,0,,0,88,low_confidence,0.010766761547092921,0.010766761547092921,0,0
1968,0,0.037512645582012366,NCT02021318,anemia of chronic kidney disease,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.037512645582012366,0.037512645582012366,0,0
1969,0,0.048713877952955675,NCT02052310,anemia of chronic kidney disease,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.048713877952955675,0.048713877952955675,0,0
1970,0,0.020708926952980912,NCT02174627,anemia,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.020708926952980912,0.020708926952980912,0,0
1971,0,0.0027050466366451476,NCT02174731,anemia,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.0027050466366451476,0.0027050466366451476,0,0
1972,0,0.0026160144191377664,NCT02278341,anemia,roxadustat,Phase 3,0,0,0,0,0,0,,0,29,reliable,0.0026160144191377664,0.0026160144191377664,0,0
1973,0,0.8210863549404364,NCT01968213,Ovarian Cancer,rucaparib,Phase 3,0,1,0,0,0,0,,0,22,reliable,0.8210863549404364,0.8210863549404364,0,0
1974,0,0.02724479062984938,NCT02038036,Polycythemia Vera,ruxolitinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.02724479062984938,0.02724479062984938,0,0
1975,0,0.4013590636419879,NCT02087059,Primary Myelofibrosis (MF),ruxolitinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.4013590636419879,0.4013590636419879,0,0
1976,0,0.016534467889401112,NCT02292446,Polycythemia Vera,ruxolitinib,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.016534467889401112,0.016534467889401112,0,0
1977,0,0.11181784113308409,NCT02320149,acne vulgaris,sarecycline,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.11181784113308409,0.11181784113308409,0,0
1978,0,0.12326143518389403,NCT02322866,acne vulgaris,sarecycline,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.12326143518389403,0.12326143518389403,0,0
1979,0,0.3360849740361533,NCT02067949,Critical Illness,simvastatin,Phase 3,0,0,0,0,0,0,,0,18,reliable,0.3360849740361533,0.3360849740361533,0,0
1980,0,0.02306924968533471,NCT02173457,Type 2 Diabetes,sitagliptin,Phase 3,0,0,0,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.02306924968533471,0.02306924968533471,0,1
1981,0,0.04041866189319916,NCT02226003,Type 2 Diabetes Mellitus,sitagliptin,Phase 3,0,0,1,1,0,1,endpoint_surrogate_pass,0,25,reliable,0.04041866189319916,0.04041866189319916,0,1
1986,0,0.03854140072829264,NCT02231749,Cell Carcinoma,sunitinib,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.03854140072829264,0.03854140072829264,0,0
1987,0,0.18249995067538732,NCT01824290,"Hypertension, Pulmonary",tadalafil,Phase 3,1,0,0,0,0,0,,0,18,reliable,0.18249995067538732,0.18249995067538732,0,0
1989,1,0.163657312094156,NCT02201108,Multiple Sclerosis,teriflunomide,Phase 3,0,0,0,0,0,0,,0,50,low_confidence,0.163657312094156,0.163657312094156,0,0
1990,0,0.340297327368691,NCT02203253,Neoplasms,thalidomide,Phase 3,0,1,0,0,0,0,,0,15,reliable,0.340297327368691,0.340297327368691,0,0
1991,0,0.005210946725529961,NCT01930591,Acute Myocardial Infarction,ticagrelor,Phase 3,0,0,1,0,0,0,,0,22,reliable,0.005210946725529961,0.005210946725529961,0,0
1992,0,0.32880176490702784,NCT01911364,Chronic Obstructive Pulmonary Disease,tiotropium,Phase 3,1,0,0,0,0,0,,0,50,low_confidence,0.32880176490702784,0.32880176490702784,0,0
1993,0,0.0006469169562649034,NCT01976364,Psoriatic Arthritis,tofacitinib,Phase 3,0,0,1,0,0,0,,0,52,low_confidence,0.0006469169562649034,0.0006469169562649034,0,0
1994,0,0.035638039267323916,NCT02281552,Rheumatoid Arthritis,tofacitinib,Phase 3,0,0,0,0,0,0,,0,52,low_confidence,0.035638039267323916,0.035638039267323916,0,0
1995,0,0.7095387351322864,NCT02251275,"Polycystic Kidney, Autosomal Dominant",tolvaptan,Phase 3,0,0,0,0,0,0,,0,44,reliable,0.7095387351322864,0.7095387351322864,0,0
