ik14,rank,transcript,union_max,parent_score,metab_score
PNNGXMJMUUJHAV,7,ENST00000445658,0.9541,0.9541,0
PNNGXMJMUUJHAV,8,ENST00000344576,0.9538,0.9538,0
PNNGXMJMUUJHAV,9,ENST00000436443,0.9456,0.9456,0
PNNGXMJMUUJHAV,10,ENST00000342788,0.9456,0.9456,0
PNNGXMJMUUJHAV,11,ENST00000584450,0.945,0.945,0
PNNGXMJMUUJHAV,12,ENST00000269571,0.945,0.945,0
PNNGXMJMUUJHAV,13,ENST00000275493,0.9444,0.9444,0
PNNGXMJMUUJHAV,14,ENST00000406381,0.9431,0.9431,0
PNNGXMJMUUJHAV,15,ENST00000584601,0.9431,0.9431,0
PNNGXMJMUUJHAV,16,ENST00000455089,0.9388,0.9388,0
PNNGXMJMUUJHAV,17,ENST00000580074,0.9372,0.9372,0
PNNGXMJMUUJHAV,18,ENST00000541774,0.9316,0.9316,0
PNNGXMJMUUJHAV,19,ENST00000260943,0.9232,0.9232,0
PNNGXMJMUUJHAV,20,ENST00000450046,0.9216,0.9216,0
PNNGXMJMUUJHAV,21,ENST00000700145,0.9105,0.9105,0
PNNGXMJMUUJHAV,22,ENST00000342916,0.9032,0.9032,0
PNNGXMJMUUJHAV,23,ENST00000371079,0.9012,0.9012,0
PNNGXMJMUUJHAV,24,ENST00000409938,0.8869,0.8869,0
PNNGXMJMUUJHAV,25,ENST00000281821,0.8869,0.8869,0
PNNGXMJMUUJHAV,26,ENST00000358173,0.8849,0.8849,0
PNNGXMJMUUJHAV,27,ENST00000493838,0.8829,0.8829,0
PNNGXMJMUUJHAV,28,ENST00000336596,0.8812,0.8812,0
PNNGXMJMUUJHAV,29,ENST00000606080,0.8745,0.8745,0
PNNGXMJMUUJHAV,30,ENST00000330394,0.8737,0.8737,0
PNNGXMJMUUJHAV,31,ENST00000400454,0.8727,0.8727,0
PNNGXMJMUUJHAV,32,ENST00000677619,0.8715,0.8715,0
PNNGXMJMUUJHAV,33,ENST00000676471,0.8714,0.8714,0
PNNGXMJMUUJHAV,34,ENST00000676573,0.8713,0.8713,0
PNNGXMJMUUJHAV,35,ENST00000576812,0.8712,0.8712,0
PNNGXMJMUUJHAV,36,ENST00000217188,0.8709,0.8709,0
PNNGXMJMUUJHAV,37,ENST00000398015,0.8693,0.8693,0
PNNGXMJMUUJHAV,38,ENST00000399173,0.8693,0.8693,0
PNNGXMJMUUJHAV,39,ENST00000374005,0.8693,0.8693,0
PNNGXMJMUUJHAV,40,ENST00000374004,0.8693,0.8693,0
PNNGXMJMUUJHAV,41,ENST00000374003,0.8693,0.8693,0
PNNGXMJMUUJHAV,42,ENST00000617870,0.8692,0.8692,0
PNNGXMJMUUJHAV,43,ENST00000679226,0.8691,0.8691,0
PNNGXMJMUUJHAV,44,ENST00000678747,0.8685,0.8685,0
PNNGXMJMUUJHAV,45,ENST00000675306,0.867,0.867,0
PNNGXMJMUUJHAV,46,ENST00000507173,0.8658,0.8658,0
PNNGXMJMUUJHAV,47,ENST00000230419,0.8655,0.8655,0
PNNGXMJMUUJHAV,48,ENST00000676113,0.8655,0.8655,0
PNNGXMJMUUJHAV,49,ENST00000688331,0.864,0.864,0
POGQSBRIGCQNEG,0,ENST00000675784,1.0,0,1.0
POGQSBRIGCQNEG,1,ENST00000481781,1.0,0,1.0
POGQSBRIGCQNEG,2,ENST00000374837,1.0,0,1.0
POGQSBRIGCQNEG,3,ENST00000339091,1.0,0,1.0
POGQSBRIGCQNEG,4,ENST00000351486,1.0,0,1.0
POGQSBRIGCQNEG,5,ENST00000465073,1.0,0,1.0
POGQSBRIGCQNEG,6,ENST00000389568,1.0,0,1.0
POGQSBRIGCQNEG,7,ENST00000685104,1.0,0,1.0
POGQSBRIGCQNEG,8,ENST00000316752,1.0,0,1.0
POGQSBRIGCQNEG,9,ENST00000295030,1.0,0,1.0
POGQSBRIGCQNEG,10,ENST00000696899,1.0,0,1.0
POGQSBRIGCQNEG,11,ENST00000376624,1.0,0,1.0
POGQSBRIGCQNEG,12,ENST00000328381,1.0,0,1.0
POGQSBRIGCQNEG,13,ENST00000381389,1.0,0,1.0
POGQSBRIGCQNEG,14,ENST00000645063,1.0,0,1.0
POGQSBRIGCQNEG,15,ENST00000699251,1.0,0,1.0
POGQSBRIGCQNEG,16,ENST00000366592,1.0,0,1.0
POGQSBRIGCQNEG,17,ENST00000643466,1.0,0,1.0
POGQSBRIGCQNEG,18,ENST00000684074,1.0,0,1.0
POGQSBRIGCQNEG,19,ENST00000265421,1.0,0,1.0
POGQSBRIGCQNEG,20,ENST00000268668,1.0,0,1.0
POGQSBRIGCQNEG,21,ENST00000686776,1.0,0,1.0
POGQSBRIGCQNEG,22,ENST00000693089,1.0,0,1.0
POGQSBRIGCQNEG,23,ENST00000172229,1.0,0,1.0
POGQSBRIGCQNEG,24,ENST00000356970,1.0,0,1.0
POGQSBRIGCQNEG,25,ENST00000354955,1.0,0,1.0
POGQSBRIGCQNEG,26,ENST00000537958,1.0,0,1.0
POGQSBRIGCQNEG,27,ENST00000404406,1.0,0,1.0
POGQSBRIGCQNEG,28,ENST00000216797,1.0,0,1.0
POGQSBRIGCQNEG,29,ENST00000375615,1.0,0,1.0
POGQSBRIGCQNEG,30,ENST00000538630,1.0,0,1.0
POGQSBRIGCQNEG,31,ENST00000343975,1.0,0,1.0
POGQSBRIGCQNEG,32,ENST00000566433,1.0,0,1.0
POGQSBRIGCQNEG,33,ENST00000262776,1.0,0,1.0
POGQSBRIGCQNEG,34,ENST00000675018,1.0,0,1.0
POGQSBRIGCQNEG,35,ENST00000334047,1.0,0,1.0
POGQSBRIGCQNEG,36,ENST00000312553,1.0,0,1.0
POGQSBRIGCQNEG,37,ENST00000408946,1.0,0,1.0
POGQSBRIGCQNEG,38,ENST00000696580,1.0,0,1.0
POGQSBRIGCQNEG,39,ENST00000377928,1.0,0,1.0
POGQSBRIGCQNEG,40,ENST00000700106,1.0,0,1.0
POGQSBRIGCQNEG,41,ENST00000688285,1.0,0,1.0
POGQSBRIGCQNEG,42,ENST00000553342,1.0,0,1.0
POGQSBRIGCQNEG,43,ENST00000584394,1.0,0,1.0
POGQSBRIGCQNEG,44,ENST00000601951,1.0,0,1.0
POGQSBRIGCQNEG,45,ENST00000454002,1.0,0,1.0
POGQSBRIGCQNEG,46,ENST00000675956,1.0,0,1.0
POGQSBRIGCQNEG,47,ENST00000244174,1.0,0,1.0
POGQSBRIGCQNEG,48,ENST00000491190,1.0,0,1.0
POGQSBRIGCQNEG,49,ENST00000372318,1.0,0,1.0
PPSNFPASKFYPMN,0,ENST00000675784,1.0,0,1.0
PPSNFPASKFYPMN,1,ENST00000297186,1.0,0,1.0
PPSNFPASKFYPMN,2,ENST00000360001,1.0,0,1.0
PPSNFPASKFYPMN,3,ENST00000481781,1.0,0,1.0
PPSNFPASKFYPMN,4,ENST00000374837,1.0,0,1.0
PPSNFPASKFYPMN,5,ENST00000339091,1.0,0,1.0
PPSNFPASKFYPMN,6,ENST00000351486,1.0,0,1.0
PPSNFPASKFYPMN,7,ENST00000465073,1.0,0,1.0
PPSNFPASKFYPMN,8,ENST00000389568,1.0,0,1.0
PPSNFPASKFYPMN,9,ENST00000404077,1.0,0,1.0
PPSNFPASKFYPMN,10,ENST00000685104,1.0,0,1.0
PPSNFPASKFYPMN,11,ENST00000690756,1.0,0,1.0
PPSNFPASKFYPMN,12,ENST00000316752,1.0,0,1.0
PPSNFPASKFYPMN,13,ENST00000449297,1.0,0,1.0
PPSNFPASKFYPMN,14,ENST00000295030,1.0,0,1.0
PPSNFPASKFYPMN,15,ENST00000673801,1.0,0,1.0
PPSNFPASKFYPMN,16,ENST00000696899,1.0,0,1.0
PPSNFPASKFYPMN,17,ENST00000376624,1.0,0,1.0
PPSNFPASKFYPMN,18,ENST00000328381,1.0,0,1.0
PPSNFPASKFYPMN,19,ENST00000693336,1.0,0,1.0
PPSNFPASKFYPMN,20,ENST00000381389,1.0,0,1.0
PPSNFPASKFYPMN,21,ENST00000597960,1.0,0,1.0
PPSNFPASKFYPMN,22,ENST00000645063,1.0,0,1.0
PPSNFPASKFYPMN,23,ENST00000616884,1.0,0,1.0
PPSNFPASKFYPMN,24,ENST00000647578,1.0,0,1.0
PPSNFPASKFYPMN,25,ENST00000699251,1.0,0,1.0
PPSNFPASKFYPMN,26,ENST00000366592,1.0,0,1.0
PPSNFPASKFYPMN,27,ENST00000643466,1.0,0,1.0
PPSNFPASKFYPMN,28,ENST00000684074,1.0,0,1.0
PPSNFPASKFYPMN,29,ENST00000341753,1.0,0,1.0
PPSNFPASKFYPMN,30,ENST00000265421,1.0,0,1.0
PPSNFPASKFYPMN,31,ENST00000627450,1.0,0,1.0
PPSNFPASKFYPMN,32,ENST00000482929,1.0,0,1.0
PPSNFPASKFYPMN,33,ENST00000268668,1.0,0,1.0
PPSNFPASKFYPMN,34,ENST00000686776,1.0,0,1.0
PPSNFPASKFYPMN,35,ENST00000693089,1.0,0,1.0
PPSNFPASKFYPMN,36,ENST00000415766,1.0,0,1.0
PPSNFPASKFYPMN,37,ENST00000222308,1.0,0,1.0
PPSNFPASKFYPMN,38,ENST00000172229,1.0,0,1.0
PPSNFPASKFYPMN,39,ENST00000618387,1.0,0,1.0
PPSNFPASKFYPMN,40,ENST00000456894,1.0,0,1.0
PPSNFPASKFYPMN,41,ENST00000254235,1.0,0,1.0
PPSNFPASKFYPMN,42,ENST00000356970,1.0,0,1.0
PPSNFPASKFYPMN,43,ENST00000600490,1.0,0,1.0
PPSNFPASKFYPMN,44,ENST00000354955,1.0,0,1.0
PPSNFPASKFYPMN,45,ENST00000443597,1.0,0,1.0
PPSNFPASKFYPMN,46,ENST00000446859,1.0,0,1.0
PPSNFPASKFYPMN,47,ENST00000537958,1.0,0,1.0
PPSNFPASKFYPMN,48,ENST00000314922,1.0,0,1.0
PPSNFPASKFYPMN,49,ENST00000404406,1.0,0,1.0
PQJQFLNBMSCUSH,0,ENST00000675784,1.0,0,1.0
PQJQFLNBMSCUSH,1,ENST00000481781,1.0,0,1.0
PQJQFLNBMSCUSH,2,ENST00000374837,1.0,0,1.0
PQJQFLNBMSCUSH,3,ENST00000339091,1.0,0,1.0
PQJQFLNBMSCUSH,4,ENST00000351486,1.0,0,1.0
PQJQFLNBMSCUSH,5,ENST00000465073,1.0,0,1.0
PQJQFLNBMSCUSH,6,ENST00000389568,1.0,0,1.0
PQJQFLNBMSCUSH,7,ENST00000685104,1.0,0,1.0
PQJQFLNBMSCUSH,8,ENST00000316752,1.0,0,1.0
PQJQFLNBMSCUSH,9,ENST00000295030,1.0,0,1.0
PQJQFLNBMSCUSH,10,ENST00000696899,1.0,0,1.0
PQJQFLNBMSCUSH,11,ENST00000376624,1.0,0,1.0
PQJQFLNBMSCUSH,12,ENST00000328381,1.0,0,1.0
PQJQFLNBMSCUSH,13,ENST00000366929,1.0,0,1.0
PQJQFLNBMSCUSH,14,ENST00000381389,1.0,0,1.0
PQJQFLNBMSCUSH,15,ENST00000645063,1.0,0,1.0
PQJQFLNBMSCUSH,16,ENST00000699251,1.0,0,1.0
PQJQFLNBMSCUSH,17,ENST00000366592,1.0,0,1.0
PQJQFLNBMSCUSH,18,ENST00000643466,1.0,0,1.0
PQJQFLNBMSCUSH,19,ENST00000684074,1.0,0,1.0
PQJQFLNBMSCUSH,20,ENST00000265421,1.0,0,1.0
PQJQFLNBMSCUSH,21,ENST00000268668,1.0,0,1.0
PQJQFLNBMSCUSH,22,ENST00000686776,1.0,0,1.0
PQJQFLNBMSCUSH,23,ENST00000693089,1.0,0,1.0
PQJQFLNBMSCUSH,24,ENST00000172229,1.0,0,1.0
PQJQFLNBMSCUSH,25,ENST00000356970,1.0,0,1.0
PQJQFLNBMSCUSH,26,ENST00000354955,1.0,0,1.0
PQJQFLNBMSCUSH,27,ENST00000537958,1.0,0,1.0
PQJQFLNBMSCUSH,28,ENST00000404406,1.0,0,1.0
PQJQFLNBMSCUSH,29,ENST00000216797,1.0,0,1.0
PQJQFLNBMSCUSH,30,ENST00000375615,1.0,0,1.0
PQJQFLNBMSCUSH,31,ENST00000538630,1.0,0,1.0
PQJQFLNBMSCUSH,32,ENST00000343975,1.0,0,1.0
PQJQFLNBMSCUSH,33,ENST00000566433,1.0,0,1.0
PQJQFLNBMSCUSH,34,ENST00000262776,1.0,0,1.0
PQJQFLNBMSCUSH,35,ENST00000675018,1.0,0,1.0
PQJQFLNBMSCUSH,36,ENST00000334047,1.0,0,1.0
PQJQFLNBMSCUSH,37,ENST00000312553,1.0,0,1.0
PQJQFLNBMSCUSH,38,ENST00000408946,1.0,0,1.0
PQJQFLNBMSCUSH,39,ENST00000696580,1.0,0,1.0
PQJQFLNBMSCUSH,40,ENST00000377928,1.0,0,1.0
PQJQFLNBMSCUSH,41,ENST00000700106,1.0,0,1.0
PQJQFLNBMSCUSH,42,ENST00000688285,1.0,0,1.0
PQJQFLNBMSCUSH,43,ENST00000553342,1.0,0,1.0
PQJQFLNBMSCUSH,44,ENST00000584394,1.0,0,1.0
PQJQFLNBMSCUSH,45,ENST00000601951,1.0,0,1.0
PQJQFLNBMSCUSH,46,ENST00000454002,1.0,0,1.0
PQJQFLNBMSCUSH,47,ENST00000675956,1.0,0,1.0
PQJQFLNBMSCUSH,48,ENST00000244174,1.0,0,1.0
PQJQFLNBMSCUSH,49,ENST00000491190,1.0,0,1.0
PRMWGUBFXWROHD,0,ENST00000465073,1.0,0,1.0
PRMWGUBFXWROHD,1,ENST00000389568,1.0,0,1.0
PRMWGUBFXWROHD,2,ENST00000685104,1.0,0,1.0
PRMWGUBFXWROHD,3,ENST00000316752,1.0,0,1.0
PRMWGUBFXWROHD,4,ENST00000295030,1.0,0,1.0
PRMWGUBFXWROHD,5,ENST00000381389,1.0,0,1.0
PRMWGUBFXWROHD,6,ENST00000699251,1.0,0,1.0
PRMWGUBFXWROHD,7,ENST00000265421,1.0,0,1.0
PRMWGUBFXWROHD,8,ENST00000693089,1.0,0,1.0
PRMWGUBFXWROHD,9,ENST00000354955,1.0,0,1.0
PRMWGUBFXWROHD,10,ENST00000404406,1.0,0,1.0
PRMWGUBFXWROHD,11,ENST00000216797,1.0,0,1.0
PRMWGUBFXWROHD,12,ENST00000538630,1.0,0,1.0
PRMWGUBFXWROHD,13,ENST00000343975,1.0,0,1.0
PRMWGUBFXWROHD,14,ENST00000262776,1.0,0,1.0
PRMWGUBFXWROHD,15,ENST00000334047,1.0,0,1.0
PRMWGUBFXWROHD,16,ENST00000312553,1.0,0,1.0
PRMWGUBFXWROHD,17,ENST00000696580,1.0,0,1.0
PRMWGUBFXWROHD,18,ENST00000688285,1.0,0,1.0
PRMWGUBFXWROHD,19,ENST00000244174,1.0,0,1.0
PRMWGUBFXWROHD,20,ENST00000372318,1.0,0,1.0
PRMWGUBFXWROHD,21,ENST00000347596,1.0,0,1.0
PRMWGUBFXWROHD,22,ENST00000326402,1.0,0,1.0
PRMWGUBFXWROHD,23,ENST00000451791,1.0,0,1.0
PRMWGUBFXWROHD,24,ENST00000517892,1.0,0,1.0
PRMWGUBFXWROHD,25,ENST00000682489,1.0,0,1.0
PRMWGUBFXWROHD,26,ENST00000393681,1.0,0,1.0
PRMWGUBFXWROHD,27,ENST00000314235,1.0,0,1.0
PRMWGUBFXWROHD,28,ENST00000397820,1.0,0,1.0
PRMWGUBFXWROHD,29,ENST00000689035,1.0,0,1.0
PRMWGUBFXWROHD,30,ENST00000233156,1.0,0,1.0
PRMWGUBFXWROHD,31,ENST00000647909,1.0,0,1.0
PRMWGUBFXWROHD,32,ENST00000216877,1.0,0,1.0
PRMWGUBFXWROHD,33,ENST00000451928,1.0,0,1.0
PRMWGUBFXWROHD,34,ENST00000560830,1.0,0,1.0
PRMWGUBFXWROHD,35,ENST00000421552,1.0,0,1.0
PRMWGUBFXWROHD,36,ENST00000513970,1.0,0,1.0
PRMWGUBFXWROHD,37,ENST00000337579,1.0,0,1.0
PRMWGUBFXWROHD,38,ENST00000540589,1.0,0,1.0
PRMWGUBFXWROHD,39,ENST00000307851,1.0,0,1.0
PRMWGUBFXWROHD,40,ENST00000537606,1.0,0,1.0
PRMWGUBFXWROHD,41,ENST00000358369,1.0,0,1.0
PRMWGUBFXWROHD,42,ENST00000399423,1.0,0,1.0
PRMWGUBFXWROHD,43,ENST00000689351,1.0,0,1.0
PRMWGUBFXWROHD,44,ENST00000567277,1.0,0,1.0
PRMWGUBFXWROHD,45,ENST00000629272,1.0,0,1.0
PRMWGUBFXWROHD,46,ENST00000528414,1.0,0,1.0
PRMWGUBFXWROHD,47,ENST00000503233,1.0,0,1.0
PRMWGUBFXWROHD,48,ENST00000687449,1.0,0,1.0
PRMWGUBFXWROHD,49,ENST00000282249,1.0,0,1.0
PTKSEFOSCHHMPD,0,ENST00000675784,1.0,0,1.0
PTKSEFOSCHHMPD,1,ENST00000297186,1.0,0,1.0
PTKSEFOSCHHMPD,2,ENST00000360001,1.0,0,1.0
PTKSEFOSCHHMPD,3,ENST00000481781,1.0,0,1.0
PTKSEFOSCHHMPD,4,ENST00000374837,1.0,0,1.0
PTKSEFOSCHHMPD,5,ENST00000339091,1.0,0,1.0
PTKSEFOSCHHMPD,6,ENST00000351486,1.0,0,1.0
PTKSEFOSCHHMPD,7,ENST00000465073,1.0,0,1.0
PTKSEFOSCHHMPD,8,ENST00000389568,1.0,0,1.0
PTKSEFOSCHHMPD,9,ENST00000404077,1.0,0,1.0
PTKSEFOSCHHMPD,10,ENST00000685104,1.0,0,1.0
PTKSEFOSCHHMPD,11,ENST00000690756,1.0,0,1.0
PTKSEFOSCHHMPD,12,ENST00000316752,1.0,0,1.0
PTKSEFOSCHHMPD,13,ENST00000449297,1.0,0,1.0
PTKSEFOSCHHMPD,14,ENST00000295030,1.0,0,1.0
PTKSEFOSCHHMPD,15,ENST00000673801,1.0,0,1.0
PTKSEFOSCHHMPD,16,ENST00000696899,1.0,0,1.0
PTKSEFOSCHHMPD,17,ENST00000376624,1.0,0,1.0
PTKSEFOSCHHMPD,18,ENST00000328381,1.0,0,1.0
PTKSEFOSCHHMPD,19,ENST00000693336,1.0,0,1.0
PTKSEFOSCHHMPD,20,ENST00000381389,1.0,0,1.0
PTKSEFOSCHHMPD,21,ENST00000597960,1.0,0,1.0
PTKSEFOSCHHMPD,22,ENST00000645063,1.0,0,1.0
PTKSEFOSCHHMPD,23,ENST00000616884,1.0,0,1.0
PTKSEFOSCHHMPD,24,ENST00000647578,1.0,0,1.0
PTKSEFOSCHHMPD,25,ENST00000699251,1.0,0,1.0
PTKSEFOSCHHMPD,26,ENST00000366592,1.0,0,1.0
PTKSEFOSCHHMPD,27,ENST00000643466,1.0,0,1.0
PTKSEFOSCHHMPD,28,ENST00000684074,1.0,0,1.0
PTKSEFOSCHHMPD,29,ENST00000341753,1.0,0,1.0
PTKSEFOSCHHMPD,30,ENST00000265421,1.0,0,1.0
PTKSEFOSCHHMPD,31,ENST00000627450,1.0,0,1.0
PTKSEFOSCHHMPD,32,ENST00000482929,1.0,0,1.0
PTKSEFOSCHHMPD,33,ENST00000268668,1.0,0,1.0
PTKSEFOSCHHMPD,34,ENST00000686776,1.0,0,1.0
PTKSEFOSCHHMPD,35,ENST00000693089,1.0,0,1.0
PTKSEFOSCHHMPD,36,ENST00000415766,1.0,0,1.0
PTKSEFOSCHHMPD,37,ENST00000222308,1.0,0,1.0
PTKSEFOSCHHMPD,38,ENST00000172229,1.0,0,1.0
PTKSEFOSCHHMPD,39,ENST00000618387,1.0,0,1.0
PTKSEFOSCHHMPD,40,ENST00000456894,1.0,0,1.0
PTKSEFOSCHHMPD,41,ENST00000254235,1.0,0,1.0
PTKSEFOSCHHMPD,42,ENST00000356970,1.0,0,1.0
PTKSEFOSCHHMPD,43,ENST00000600490,1.0,0,1.0
PTKSEFOSCHHMPD,44,ENST00000354955,1.0,0,1.0
PTKSEFOSCHHMPD,45,ENST00000443597,1.0,0,1.0
PTKSEFOSCHHMPD,46,ENST00000446859,1.0,0,1.0
PTKSEFOSCHHMPD,47,ENST00000537958,1.0,0,1.0
PTKSEFOSCHHMPD,48,ENST00000314922,1.0,0,1.0
PTKSEFOSCHHMPD,49,ENST00000404406,1.0,0,1.0
PTOIAAWZLUQTIO,0,ENST00000675784,1.0,0,1.0
PTOIAAWZLUQTIO,1,ENST00000481781,1.0,0,1.0
PTOIAAWZLUQTIO,2,ENST00000374837,1.0,0,1.0
PTOIAAWZLUQTIO,3,ENST00000339091,1.0,0,1.0
PTOIAAWZLUQTIO,4,ENST00000351486,1.0,0,1.0
PTOIAAWZLUQTIO,5,ENST00000465073,1.0,0,1.0
PTOIAAWZLUQTIO,6,ENST00000389568,1.0,0,1.0
PTOIAAWZLUQTIO,7,ENST00000685104,1.0,0,1.0
PTOIAAWZLUQTIO,8,ENST00000316752,1.0,0,1.0
PTOIAAWZLUQTIO,9,ENST00000295030,1.0,0,1.0
PTOIAAWZLUQTIO,10,ENST00000696899,1.0,0,1.0
PTOIAAWZLUQTIO,11,ENST00000376624,1.0,0,1.0
PTOIAAWZLUQTIO,12,ENST00000328381,1.0,0,1.0
PTOIAAWZLUQTIO,13,ENST00000381389,1.0,0,1.0
PTOIAAWZLUQTIO,14,ENST00000645063,1.0,0,1.0
PTOIAAWZLUQTIO,15,ENST00000699251,1.0,0,1.0
PTOIAAWZLUQTIO,16,ENST00000366592,1.0,0,1.0
PTOIAAWZLUQTIO,17,ENST00000643466,1.0,0,1.0
PTOIAAWZLUQTIO,18,ENST00000684074,1.0,0,1.0
PTOIAAWZLUQTIO,19,ENST00000265421,1.0,0,1.0
PTOIAAWZLUQTIO,20,ENST00000268668,1.0,0,1.0
PTOIAAWZLUQTIO,21,ENST00000686776,1.0,0,1.0
PTOIAAWZLUQTIO,22,ENST00000693089,1.0,0,1.0
PTOIAAWZLUQTIO,23,ENST00000172229,1.0,0,1.0
PTOIAAWZLUQTIO,24,ENST00000356970,1.0,0,1.0
PTOIAAWZLUQTIO,25,ENST00000354955,1.0,0,1.0
PTOIAAWZLUQTIO,26,ENST00000537958,1.0,0,1.0
PTOIAAWZLUQTIO,27,ENST00000404406,1.0,0,1.0
PTOIAAWZLUQTIO,28,ENST00000216797,1.0,0,1.0
PTOIAAWZLUQTIO,29,ENST00000375615,1.0,0,1.0
PTOIAAWZLUQTIO,30,ENST00000538630,1.0,0,1.0
PTOIAAWZLUQTIO,31,ENST00000343975,1.0,0,1.0
PTOIAAWZLUQTIO,32,ENST00000566433,1.0,0,1.0
PTOIAAWZLUQTIO,33,ENST00000262776,1.0,0,1.0
PTOIAAWZLUQTIO,34,ENST00000675018,1.0,0,1.0
PTOIAAWZLUQTIO,35,ENST00000334047,1.0,0,1.0
PTOIAAWZLUQTIO,36,ENST00000312553,1.0,0,1.0
PTOIAAWZLUQTIO,37,ENST00000408946,1.0,0,1.0
PTOIAAWZLUQTIO,38,ENST00000696580,1.0,0,1.0
PTOIAAWZLUQTIO,39,ENST00000377928,1.0,0,1.0
PTOIAAWZLUQTIO,40,ENST00000700106,1.0,0,1.0
PTOIAAWZLUQTIO,41,ENST00000688285,1.0,0,1.0
PTOIAAWZLUQTIO,42,ENST00000553342,1.0,0,1.0
PTOIAAWZLUQTIO,43,ENST00000584394,1.0,0,1.0
PTOIAAWZLUQTIO,44,ENST00000601951,1.0,0,1.0
PTOIAAWZLUQTIO,45,ENST00000454002,1.0,0,1.0
PTOIAAWZLUQTIO,46,ENST00000675956,1.0,0,1.0
PTOIAAWZLUQTIO,47,ENST00000244174,1.0,0,1.0
PTOIAAWZLUQTIO,48,ENST00000491190,1.0,0,1.0
PTOIAAWZLUQTIO,49,ENST00000372318,1.0,0,1.0
PURKAOJPTOLRMP,0,ENST00000465073,1.0,0,1.0
PURKAOJPTOLRMP,1,ENST00000389568,1.0,0,1.0
PURKAOJPTOLRMP,2,ENST00000685104,1.0,0,1.0
PURKAOJPTOLRMP,3,ENST00000316752,1.0,0,1.0
PURKAOJPTOLRMP,4,ENST00000295030,1.0,0,1.0
PURKAOJPTOLRMP,5,ENST00000600911,1.0,0,1.0
PURKAOJPTOLRMP,6,ENST00000381389,1.0,0,1.0
PURKAOJPTOLRMP,7,ENST00000699251,1.0,0,1.0
PURKAOJPTOLRMP,8,ENST00000265421,1.0,0,1.0
PURKAOJPTOLRMP,9,ENST00000693089,1.0,0,1.0
PURKAOJPTOLRMP,10,ENST00000354955,1.0,0,1.0
PURKAOJPTOLRMP,11,ENST00000404406,1.0,0,1.0
PURKAOJPTOLRMP,12,ENST00000216797,1.0,0,1.0
PURKAOJPTOLRMP,13,ENST00000538630,1.0,0,1.0
PURKAOJPTOLRMP,14,ENST00000343975,1.0,0,1.0
PURKAOJPTOLRMP,15,ENST00000262776,1.0,0,1.0
PURKAOJPTOLRMP,16,ENST00000334047,1.0,0,1.0
PURKAOJPTOLRMP,17,ENST00000312553,1.0,0,1.0
PURKAOJPTOLRMP,18,ENST00000696580,1.0,0,1.0
PURKAOJPTOLRMP,19,ENST00000688285,1.0,0,1.0
PURKAOJPTOLRMP,20,ENST00000244174,1.0,0,1.0
PURKAOJPTOLRMP,21,ENST00000372318,1.0,0,1.0
PURKAOJPTOLRMP,22,ENST00000347596,1.0,0,1.0
PURKAOJPTOLRMP,23,ENST00000326402,1.0,0,1.0
PURKAOJPTOLRMP,24,ENST00000451791,1.0,0,1.0
PURKAOJPTOLRMP,25,ENST00000517892,1.0,0,1.0
PURKAOJPTOLRMP,26,ENST00000682489,1.0,0,1.0
PURKAOJPTOLRMP,27,ENST00000393681,1.0,0,1.0
PURKAOJPTOLRMP,28,ENST00000314235,1.0,0,1.0
PURKAOJPTOLRMP,29,ENST00000397820,1.0,0,1.0
PURKAOJPTOLRMP,30,ENST00000689035,1.0,0,1.0
PURKAOJPTOLRMP,31,ENST00000233156,1.0,0,1.0
PURKAOJPTOLRMP,32,ENST00000647909,1.0,0,1.0
PURKAOJPTOLRMP,33,ENST00000216877,1.0,0,1.0
PURKAOJPTOLRMP,34,ENST00000451928,1.0,0,1.0
PURKAOJPTOLRMP,35,ENST00000290167,1.0,0,1.0
PURKAOJPTOLRMP,36,ENST00000560830,1.0,0,1.0
PURKAOJPTOLRMP,37,ENST00000421552,1.0,0,1.0
PURKAOJPTOLRMP,38,ENST00000513970,1.0,0,1.0
PURKAOJPTOLRMP,39,ENST00000337579,1.0,0,1.0
PURKAOJPTOLRMP,40,ENST00000540589,1.0,0,1.0
PURKAOJPTOLRMP,41,ENST00000307851,1.0,0,1.0
PURKAOJPTOLRMP,42,ENST00000537606,1.0,0,1.0
PURKAOJPTOLRMP,43,ENST00000358369,1.0,0,1.0
PURKAOJPTOLRMP,44,ENST00000399423,1.0,0,1.0
PURKAOJPTOLRMP,45,ENST00000617869,1.0,0,1.0
PURKAOJPTOLRMP,46,ENST00000689351,1.0,0,1.0
PURKAOJPTOLRMP,47,ENST00000567277,1.0,0,1.0
PURKAOJPTOLRMP,48,ENST00000629272,1.0,0,1.0
PURKAOJPTOLRMP,49,ENST00000528414,1.0,0,1.0
PWKSKIMOESPYIA,0,ENST00000559874,0.7713,0.7713,0
PWKSKIMOESPYIA,1,ENST00000300060,0.7713,0.7713,0
PWKSKIMOESPYIA,2,ENST00000679248,0.7713,0.7713,0
PWKSKIMOESPYIA,3,ENST00000560137,0.7713,0.7713,0
PWKSKIMOESPYIA,4,ENST00000428043,0.7607,0.7607,0
PWKSKIMOESPYIA,5,ENST00000290866,0.7607,0.7607,0
PWKSKIMOESPYIA,6,ENST00000489711,0.7495,0.7495,0
PWKSKIMOESPYIA,7,ENST00000376503,0.7437,0.7437,0
PWKSKIMOESPYIA,8,ENST00000679162,0.7369,0.7369,0
